2363
qstr_{reg61}.0{reg62} {reg61}.0{reg62}
qstr__You_have_a_sense_of _You_have_a_sense_of_being_overwhelmed,_you_feel_small._Men_built_this,_men_are_gone._We_are_dust_and_our_life_is_so_ephemeral..._Who_could_live_forever?^^(press_K_to_finish_read)
qstr_Life_is_short_live_i Life_is_short,_live_it_intensely.^^(press_K_to_finish_read)
qstr___You_have_killed_the __You_have_killed_the_captain,_an_ugly_guy,_big_and_crooked,_smelling_like_a_rat._Picking_through_the_remains_are_a_few_useful_things:
qstr__The_mouth_of_a_rock _The_mouth_of_a_rock_opens_before_you._All_around_is_cold_stone,_and_you_behold_distinguished_marks_in_a_language_you_do_not_know._What_surprises_and_treasures_are_hidden_here?.^^(press_K_to_finish_read)
qstr__As_you_advance_you_ _As_you_advance,_you_find_there_is_a_light_inside._It_seems_this_place_is_not_as_deserted_as_you_expected.^^(press_K_to_finish_read)
qstr__Faces_turn_towards_ _Faces_turn_towards_you,_amazed_by_your_presence...^^(press_K_to_finish_read)
qstr_The_steel_of_the_swo The_steel_of_the_sword_and_linden_wood_shield_is_the_only_medicine_for_this_place.^^(press_K_to_finish_read)
qstr__Not_far_away_on_hil _Not_far_away,_on_hills,_you_distinguish_several_stone_circles_of_the_ancients._On_this_site_you_can_feel_the_magic,_as_if_a_bit_of_the_old_religion_of_the_Celts_still_struggle_to_survive.^^(press_K_to_finish_read)
qstr__Refugees_and_desert _Refugees_and_desertors_have_made_this_place_their_home._They_are_protected_under_the_mantle_of_the_last_Druid_and_the_blood_of_their_sacrifices.^^(press_K_to_finish_read)
qstr__The_rattle_of_spike _The_rattle_of_spikes_on_the_stone_is_deafening._Below,_you_can_see_people_working_hard_under_the_command_of_a_foreman.^^(press_K_to_finish_read)
qstr__Your_own_life_seems _Your_own_life_seems_not_so_bad,_as_you_see_these_poor_wretches_working_themselves_to_an_early_grave_just_for_the_bread_to_survive.^^(press_K_to_finish_read)
qstr__Time_and_neglect_ha _Time_and_neglect_has_ruined_what_once_was._in_Roman_times_this_was_the_main_wall_defending_the_southern_towns_from_the_ravages_of_Caledonia._But_life_can_still_be_found_in_the_rubble...^^(press_K_to_finish_read)
qstr__The_magnificence_of _The_magnificence_of_this_place_still_surprises_you._When_will_men_return_to_build_defenses_like_this?.^^(press_K_to_finish_read)
qstr__All_around_you_unfo _All_around_you_unfolds_God's_world,_Ora_et_Labora,_where_men_wearing_habit,_and_they_are_busy_in_their_work_and_only_stop_to_praying_or_sleeping.^^(press_K_to_finish_read)
qstr__Christianity_in_Bri _Christianity_in_Britannia_and_Hibernnia_is_young,_but_it_has_attracted_people_with_enthusiasm,_a_population_eager_to_find_peace_and_happiness_in_a_life_after_death,_because_actual_life_brings_them_only_misery.^^(press_K_to_finish_read)
qstr_str_strong str_strong
qstr_You_must_stay_behind You_must_stay_behind_the_line_on_the_ground!_Point_is_not_counted.
qstr_End_the_sparring_mat End_the_sparring_match?
qstr_Do_you_wish_to_give_ Do_you_wish_to_give_up_the_fight?
qstr_You_ve_lost_a_total_ You've_lost_a_total_number_of_{reg2}_duels.
qstr_You_ve_won_a_total_n You've_won_a_total_number_of_{reg2}_duels
qstr_Tutorial Tutorial
qstr__________Keys_______ _--------Keys----------_^-_Shield_Bash_(Right_Click_+_Left_Click)^-_Fire_Arrow_(Key_H)_^Warcry_(Key_B)_^-_Horn_(Key_U,_heal_allies_a_little_and_at_long_distance)_^-_Battlecry_(Key_U)_^-_Banner_Heal_(Key_J,_heal_allies_a_lot_and_at_short_distance)^-_See_all_Names_(Key_Down_Alt)_^-_Suggestion:_You_deal_more_damage_by_striking_from_behind,_and_if_you_attack_a_horse_with_spear.^^(press_K_to_finish_reading)
qstr__Dun_Taruo_is_today_ _Dun_Taruo_is_today_known_as_Burghead,_a_small_fishing_village._But_back_then_it_was_the_largest_known_Pictish_fort.^_Placed_on_a_peninsula_stretching_into_the_North_Sea._It's_believed_to_have_been_one_of_the_'capitals'_of_the_Picts.^The_earliest_ramparts_at_Burghead_were_probably_built_around_400AD,_and_were_wooden_palisades.^^(press_K_to_finish_reading)
qstr____EARLIEST_RECORD:_ _-_EARLIEST_RECORD:_Duin_Ollaigh^-DATE:_685._In_the_Annals_of_Ulster^-_MEANING:_possibly_of_GOIDELIC_dun_'fort'_of_Ollach.^-_Actual_Place:_DUNOLLY_(Scotland)^-_In_Annals_of_Ulster_is_described_as_'Duin_Ollaich_meic_Briuin_in_the_territory_of_the_Cruithentuath'_in_the_'Cattle_Raid_of_Cooley'.^^(press_K_to_finish_reading)
qstr__________Keys________ _--------Keys----------_^-_Shield_Bash_(Right_Click_+_Left_Click)^-_Fire_Arrow_(Key_H)_^Warcry_(Key_B)_^-_Horn_(Key_U,_heal_allies_a_little_and_at_long_distance)_^-_Battlecry_(Key_U)^-_See_all_Names_(Key_Down_Alt)_^-_Banner_Heal_(Key_J,_heal_allies_a_lot_and_at_short_distance)_^-_Suggestion:_You_deal_more_damage_by_striking_from_behind,_and_if_you_attack_a_horse_with_spear.^^(press_K_to_finish_reading)
qstr__Crannogs_are_partia _Crannogs_are_partially_or_entirely_artificial_islands,_usually_built_in_lakes,_rivers_and_estuarine_waters.^_Typically_constructed_with_layers_of_stone,_brushwood,_tree_trunks_and_soil,^a_good_place_to_hunt_wildfowl_and_fish,_as_well_as_keep_livestock_safe_from_marauders.^^(press_K_to_finish_reading)
qstr__Legend_and_mystery_ _Legend_and_mystery_is_born_here.^_The_birthplace_of_King_Arthur_and^_the_home_of_Merlin_the_Magician^whose_cave_is_below_at_the_sandy_shore.^^(press_K_to_finish_reading)
qstr__He_who_once_ruled_a _He_who_once_ruled_a_nation^_was_encircled_by_fire;^no_troop_of_friends,^strong_princes,^stood_around_him:^they_ran_to_the_woods^to_save_their_lives.^-Beowulf-^^(press_K_to_finish_reading)
qstr__Never_have_I_seen_b _Never_have_I_seen_braver_strangers.^_I_expect_you're_here^to_find_adventure,_not_asylum.^-Beowulf-^^(press_K_to_finish_reading)
qstr__Before_your_eyes_st _Before_your_eyes_stretches_the_ruins_of_a_once_great_wall_built_by_Roman_emperor_Hadrian.^_For_years_men_transported_stones_to_be_erected_as_protection_against_the_Picts_of_the_north.^Now_nature_is_taking_them_down_and_locals_collect_them_for_their_pens.^_The_Romans_are_gone_but_battles_still_ravage_the_land_by_the_crumbling_wall.^^(press_K_to_finish_reading)
qstr__Fate_often_saves^_a _Fate_often_saves^_an_undoomed_man_if_^his_courage_holds.^-Beowulf-^^(press_K_to_finish_reading)
qstr__Light_shone_from_th _Light_shone_from_the_East,^_that_bright_beacon_of_God,^_and_the_seas_subsided.^I_saw_cliffs,_the_windy^_walls_of_the_sea.^_Fate_often_saves^an_undoomed_man^_if_his_courage_holds.^___>Beowulf_^^(press_K_to_finish_reading)
qstr__Dark_Age_Battle_Sys _Dark_Age_Battle_System^^There_are_no_men_whom_fear_does_not_touch._^Battles_require_a_strong_organization_or_you_will_falter._^^Heavy_infantry_is_the_core_of_the_army._^They_advance_throwing_javelins_or_darts,_form_a_shield_wall_and_charge._^Cavalry_and_light_infantry_then_flank_the_enemy.^Ranged_units_avoid_melee_attack_and_provide_cover.^^(press_K_to_finish_reading)
qstr_Geoffrey:_Trying_to_ Geoffrey:_Trying_to_flee,_Peasant?
qstr_Cannot_leave_now. Cannot_leave_now.
qstr__VERY_IMPORTANT:_How _VERY_IMPORTANT:_How_does_the_gamemode_Warlords_Battle_work?^^1._If_you_are_lord,_then_in_the_inventory_menu_you_can_choose_the_type_of_troop_command_you'd_like._If_you_have_more_money_than_usual_it's_because_you_need_to_pay_your_troops._What_does_this_mean?_That_all_the_money_you_don't_spend_on_buying_equipment_will_be_used_for_wages_to_battlefield_troops_(more_money_=_more_troops)._^Each_basic_troop_normally_costs_50_coins,_but_if_a_unit_is_<_level_21,_it_costs_+50_coins._If_a_unit_is_<_level_25,_by_each_level_it_cost_you_+30_coins._And_if_a_unit_has_horse_+50_coins._Keep_this_in_mind_when_designing_your_army._Do_you_prefer_quantity_over_quality?_._^^2._If_you_are_an_elite_troop_no_need_to_worry_about_recruiting_troops,_spend_all_your_money_equipping_the_best_gear;_you_have_to_be_a_battle_champion,_someone_important,_so_your_performance_in_battle_is_essential._^_Killing,_healing_allied_troops,_exploring_the_territory,_taking_orders_from_lords,_is_all_crucial._Also,_if_the_lords_fall,_the_task_of_leading_the_troops_will_fall_upon_you.^^(press_K_to_finish_reading)
qstr_The_defenders_retrea The_defenders_retreat!
qstr_The_attackers_have_r The_attackers_have_reached_the_wall
qstr__{s18}_{s1} _{s18}_{s1},
qstr__None _None
qstr__Next_pay_day:_{s1} _Next_pay_day:_{s1}
qstr_{s1}^^Affiliated_to_ {s1}^^Affiliated_to_{s5}
qstr_{!}{s4}:_M{reg3}_2M{ {!}{s4}:_M{reg3},_2M{reg4},_PC{reg5},_2PC{reg6},_PM{reg7}
qstr_No_companions_in_par No_companions_in_party!
qstr_You_came_into_the_wo You_came_into_the_world_a_{reg3?daughter:son}_of_declining_nobility,_owning_only_the_house_in_which_they_lived._However,_despite_your_family's_hardships,_they_afforded_you_a_good_education_and_trained_you_from_childhood_for_the_rigors_of_aristocracy_and_life_at_court.
qstr_You_were_born_the_{r You_were_born_the_{reg3?daughter:son}_of_travelling_merchants,_always_moving_from_place_to_place_in_search_of_a_profit._Although_your_parents_were_wealthier_than_most_and_educated_you_as_well_as_they_could,_you_found_little_opportunity_to_make_friends_on_the_road,_living_mostly_for_the_moments_when_you_could_sell_something_to_somebody.
qstr_As_a_child_your_fami As_a_child,_your_family_scrabbled_out_a_meagre_living_from_your_father's_wages_as_a_guardsman_to_the_local_lord._It_was_not_an_easy_existence,_and_you_were_too_poor_to_get_much_of_an_education._You_learned_mainly_how_to_defend_yourself_on_the_streets,_with_or_without_a_weapon_in_hand.
qstr_{reg3?daughter:son} {reg3?daughter:son}
qstr_You_were_the_{reg3?d You_were_the_{reg3?daughter:son}_of_a_family_who_lived_off_the_woods,_doing_whatever_they_needed_to_make_ends_meet._Hunting,_woodcutting,_making_arrows,_even_a_spot_of_poaching_whenever_things_got_tight._Winter_was_never_a_good_time_for_your_family_as_the_cold_took_animals_and_people_alike,_but_you_always_lived_to_see_another_dawn,_though_your_brothers_and_sisters_might_not_be_so_fortunate.
qstr_You_were_a_child_of_ You_were_a_child_of_the_steppe,_born_to_a_tribe_of_wandering_nomads_who_lived_in_great_camps_throughout_the_arid_grasslands._Like_the_other_tribesmen,_your_family_revered_horses_above_almost_everything_else,_and_they_taught_you_how_to_ride_almost_before_you_learned_how_to_walk._
qstr_As_the_{reg3?daughte As_the_{reg3?daughter:son}_of_a_thief,_you_had_very_little_'formal'_education._Instead_you_were_out_on_the_street,_begging_until_you_learned_how_to_cut_purses,_cutting_purses_until_you_learned_how_to_pick_locks,_all_the_way_through_your_childhood._Still,_these_long_years_made_you_streetwise_and_sharp_to_the_secrets_of_cities_and_shadowy_backways.
qstr_As_a_{reg3?girl:boy} As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_were_sent_to_live_in_the_court_of_one_of_the_nobles_of_the_land._There,_your_first_lessons_were_in_humility,_as_you_waited_upon_the_lords_and_ladies_of_the_household._But_from_their_chess_games,_their_gossip,_even_the_poetry_of_great_deeds_and_courtly_love,_you_quickly_began_to_learn_about_the_adult_world_of_conflict_and_competition._You_also_learned_from_the_rough_games_of_the_other_children,_who_battered_at_each_other_with_sticks_in_imitation_of_their_elders'_swords.
qstr_As_a_{reg3?girl:boy}_ As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_apprenticed_with_a_local_craftsman_to_learn_a_trade._After_years_of_hard_work_and_study_under_your_new_master,_he_promoted_you_to_journeyman_and_employed_you_as_a_fully_paid_craftsman_for_as_long_as_you_wished_to_stay.
qstr_As_a_{reg3?girl:boy}_g As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_apprenticed_to_a_wealthy_merchant,_picking_up_the_trade_over_years_of_working_shops_and_driving_caravans._You_soon_became_adept_at_the_art_of_buying_low,_selling_high,_and_leaving_the_customer_thinking_they'd_got_the_better_deal.
qstr_As_a_{reg3?girl:boy}_gr As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_took_to_the_streets,_doing_whatever_you_must_to_survive._Begging,_thieving_and_working_for_gangs_to_earn_your_bread,_you_lived_from_day_to_day_in_this_violent_world,_always_one_step_ahead_of_the_law_and_those_who_wished_you_ill.
qstr_As_a_{reg3?girl:boy}_gro As_a_{reg3?girl:boy}_growing_out_of_childhood,_you_rode_the_great_steppes_on_a_horse_of_your_own,_learning_the_ways_of_the_grass_and_the_desert._Although_you_sometimes_went_hungry,_you_became_a_skillful_hunter_and_pathfinder_in_this_trackless_country._Your_body_too_started_to_harden_with_muscle_as_you_grew_into_the_life_of_a_nomad_{reg3?woman:man}.
qstr_{reg3?daughter:man} {reg3?daughter:man}
qstr_Though_the_distincti Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you._When_you_were_named_squire_to_a_noble_at_court,_you_practiced_long_hours_with_weapons,_learning_how_to_deal_out_hard_knocks_and_how_to_take_them,_too._You_were_instructed_in_your_obligations_to_your_lord,_and_of_your_duties_to_those_who_might_one_day_be_your_vassals._But_in_addition_to_learning_the_chivalric_ideal,_you_also_learned_about_the_less_uplifting_side_--_old_warriors'_stories_of_ruthless_power_politics,_of_betrayals_and_usurpations,_of_men_who_used_guile_as_well_as_valor_to_achieve_their_aims.
qstr_{reg3?woman:man} {reg3?woman:man}
qstr_Though_the_distinctio Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_joined_the_tightly-knit_circle_of_women_at_court,_ladies_who_all_did_proper_ladylike_things,_the_wives_and_mistresses_of_noble_men_as_well_as_maidens_who_had_yet_to_find_a_husband._However,_even_here_you_found_politics_at_work_as_the_ladies_schemed_for_prominence_and_fought_each_other_bitterly_to_catch_the_eye_of_whatever_unmarried_man_was_in_fashion_at_court._You_soon_learned_ways_of_turning_these_situations_and_goings-on_to_your_advantage._With_it_came_the_realisation_that_you_yourself_could_wield_great_influence_in_the_world,_if_only_you_applied_yourself_with_a_little_bit_of_subtlety.
qstr_Though_the_distinction Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_set_out_on_your_own_with_nothing_except_the_instrument_slung_over_your_back_and_your_own_voice._It_was_a_poor_existence,_with_many_a_hungry_night_when_people_failed_to_appreciate_your_play,_but_you_managed_to_survive_on_your_music_alone._As_the_years_went_by_you_became_adept_at_playing_the_drunken_crowds_in_your_taverns,_and_even_better_at_talking_anyone_out_of_anything_you_wanted.
qstr_Though_the_distinction_ Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{reg3?woman:man},_and_the_whole_world_seemed_to_change_around_you._You_found_yourself_as_a_student_in_the_university_of_one_of_the_great_cities,_where_you_studied_theology,_philosophy,_and_medicine._But_not_all_your_lessons_were_learned_in_the_lecture_halls._You_may_or_may_not_have_joined_in_with_your_fellows_as_they_roamed_the_alleys_in_search_of_wine,_women,_and_a_good_fight._However,_you_certainly_were_able_to_observe_how_a_broken_jaw_is_set,_or_how_an_angry_townsman_can_be_persuaded_to_set_down_his_club_and_accept_cash_compensation_for_the_destruction_of_his_shop.
qstr_Though_the_distinction_f Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._Heeding_the_call_of_the_open_road,_you_travelled_from_village_to_village_buying_and_selling_what_you_could._It_was_not_a_rich_existence,_but_you_became_a_master_at_haggling_even_the_most_miserly_elders_into_giving_you_a_good_price._Soon,_you_knew,_you_would_be_well-placed_to_start_your_own_trading_empire...
qstr_Though_the_distinction_fe Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._You_pursued_a_career_as_a_smith,_crafting_items_of_function_and_beauty_out_of_simple_metal._As_time_wore_on_you_became_a_master_of_your_trade,_and_fine_work_started_to_fetch_fine_prices._With_food_in_your_belly_and_logs_on_your_fire,_you_could_take_pride_in_your_work_and_your_growing_reputation.
qstr_Though_the_distinction_fel Though_the_distinction_felt_sudden_to_you,_somewhere_along_the_way_you_had_become_a_{s13},_and_the_whole_world_seemed_to_change_around_you._Dissatisfied_with_common_men's_desperate_scrabble_for_coin,_you_took_to_your_local_lord's_own_forests_and_decided_to_help_yourself_to_its_bounty,_laws_be_damned._You_hunted_stags,_boars_and_geese_and_sold_the_precious_meat_under_the_table._You_cut_down_trees_right_under_the_watchmen's_noses_and_turned_them_into_firewood_that_warmed_many_freezing_homes_during_winter._All_for_a_few_silvers,_of_course.
qstr_Only_you_know_exactl Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._Still,_it_was_not_a_difficult_choice_to_leave,_with_the_rage_burning_brightly_in_your_heart._You_want_vengeance._You_want_justice._What_was_done_to_you_cannot_be_undone,_and_these_debts_can_only_be_paid_in_blood...
qstr_Only_you_know_exactly Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._All_you_can_say_is_that_you_couldn't_bear_to_stay,_not_with_the_memories_of_those_you_loved_so_close_and_so_painful._Perhaps_your_new_life_will_let_you_forget,_or_honour_the_name_that_you_can_no_longer_bear_to_speak...
qstr_Only_you_know_exactly_ Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._You're_not_even_sure_when_your_home_became_a_prison,_when_the_familiar_became_mundane,_but_your_dreams_of_wandering_have_taken_over_your_life._Whether_you_yearn_for_some_faraway_place_or_merely_for_the_open_road_and_the_freedom_to_travel,_you_could_no_longer_bear_to_stay_in_the_same_place._You_simply_went_and_never_looked_back...
qstr_Only_you_know_exactly_w Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._However,_you_know_you_cannot_go_back._There's_nothing_to_go_back_to._Whatever_home_you_may_have_had_is_gone_now,_and_you_must_face_the_fact_that_you're_out_in_the_wide_wide_world._Alone_to_sink_or_swim...
qstr_Only_you_know_exactly_wh Only_you_know_exactly_what_caused_you_to_give_up_your_old_life_and_become_an_adventurer._To_everyone_else,_it's_clear_that_you're_now_motivated_solely_by_personal_gain._You_want_to_be_rich,_powerful,_respected,_feared._You_want_to_be_the_one_whom_others_hurry_to_obey._You_want_people_to_know_your_name,_and_tremble_whenever_it_is_spoken._You_want_everything,_and_you_won't_let_anyone_stop_you_from_having_it...
qstr_Back_to_the_beginnin Back_to_the_beginning...
qstr_View_next_segment... View_next_segment...
qstr_{!}__ {!}_-
qstr_^No_food:___{reg7} ^No_food:__-{reg7}
qstr_{!}_+ {!}_+
qstr_^Wage_debt:___{reg7} ^Wage_debt:__-{reg7}
qstr_Current_party_morale Current_party_morale_is_{reg5}.^Current_party_morale_modifiers_are:^^Base_morale:__+{reg6}^Party_size_unmanageable:_{s2}{reg1}^Lack_of_rest:_{s3}{reg2}^Food_variety:_{s4}{reg3}{s5}{s6}^Recent_events:_{s7}{reg4}^TOTAL:__{reg5}^^^
qstr_{!}{s1}^{s4}:_{reg4} {!}{s1}^{s4}:_{reg4}
qstr_{!}DEBUG____{s1}^NPC {!}DEBUG_--_{s1}^NPC_in_rejoin_queue:_{s5}^
qstr_{!}DEBUG:_{s4}_curre {!}DEBUG:_{s4}_current_mission:_{reg2},_days_on_mission:_{reg3},_prisoner:_{reg4},_pphistory:_{reg5}
qstr_Appoint_next_marshal Appoint_next_marshal
qstr_Award_{s12}_as_fief Award_{s12}_as_fief
qstr_{!}Error__{reg3}_ {!}Error_({reg3})
qstr_{!}{s10}^Faction_pol {!}{s10}^Faction_political_issue:_{s11}
qstr_{!}{s10}__on_agenda_ {!}{s10}_(on_agenda_{reg4}_hours)
qstr_{!}Defending {!}Defending
qstr_{!}Gathering_army {!}Gathering_army
qstr_{!}Besieging_{s11} {!}Besieging_{s11}
qstr_{!}Raiding_{s11} {!}Raiding_{s11}
qstr_{!}Attacking_enemies {!}Attacking_enemies_around_{s11}
qstr_No_one No_one
qstr_{!}{s12}__controvers {!}{s12}_(controversy:_{reg21})
qstr_{!}{s12}^Screening_p {!}{s12}^Screening_party:_{s38}
qstr_Selected_faction_is: Selected_faction_is:_{s10}^^{s9}
qstr_You_are_currently_re You_are_currently_reading_{s8}.
qstr_You_are_not_reading_ You_are_not_reading_any_books.
qstr_{s5}_and_{s6} {s5}_and_{s6}
qstr_{!}{s5}_{s6} {!}{s5},_{s6}
qstr_Renown:_{reg2}.^Bard Renown:_{reg2}.^Bardic_Reputation:_{reg1}.^Honour_rating:_{reg3}.{s12}^Friends:_{s8}.^Enemies:_{s6}.^{s9}
qstr_Your_estates_are:_{s Your_estates_are:_{s8}.^{s9}
qstr_Current_party_size_l Current_party_size_limit_is_{reg0}.^Current_party_size_modifiers_are:^^Base_size:_{s5}{reg31}^Combined_leadership:_{s2}{reg32}^Charisma:_{s3}{reg33}^Renown:_{s4}{reg34}^TOTAL:__{reg0}
qstr_{!}{s2}^{s4}:_{reg1} {!}{s2}^{s4}:_{reg1}_({s3})
qstr_Your_relation_with_t Your_relation_with_the_factions_are:^{s2}
qstr_You_are_Christian. You_are_Christian.
qstr_You_are_Pagan_and_wo You_are_Pagan_and_worship_the_Old_Celtics_Gods.
qstr_You_are_Pagan_and_wor You_are_Pagan_and_worship_Germanic_Gods.
qstr_You_haven_no_religio You_haven_no_religion_yet._If_you_desire_conversion,_seek_out_a_bishop_or_pagan_priest.
qstr_Yes._You_have_a_deep Yes._You_have_a_deep_cut_on_your_arm._(-1_strength)
qstr_Yes._You_have_a_nast Yes._You_have_a_nasty_cut_on_your_torso._(-1_strength,_-1_agility)
qstr_Yes._You_have_suffer Yes._You_have_suffered_a_blow_to_the_head._(-1_intelligence)
qstr_Yes._You_have_suffere Yes._You_have_suffered_a_severe_blow_to_your_leg._(-1_agility)
qstr_Yes._You_have_a_brok Yes._You_have_a_broken_arm._(-3_strength,_-1_power_strike,_-1_power_draw)
qstr_Yes._You_have_a_broke Yes._You_have_a_broken_rib._(-2_strength,_-2_agility,_-1_ironflesh)
qstr_Yes._You_have_suffered Yes._You_have_suffered_a_heavy_blow_to_the_head._(-2_intelligence,_-1_leadership,_-1_tactics)
qstr_Yes._You_have_a_broken Yes._You_have_a_broken_leg._(-3_agility,_-1_athletics,_-1_riding)
qstr_No._You_are_fine. No._You_are_fine.
qstr_Return_to_your_forti Return_to_your_fortifications.
qstr_Spend_{reg5}_hours_e Spend_{reg5}_hours_entrenching_your_camp_site.
qstr__You_have_returned_t _You_have_returned_to_a_fortified_position.
qstr__You_must_have_tools_ _You_must_have_tools_in_inventory_to_entrench_your_camp_site.
qstr_You_start_sneaking You_start_sneaking
qstr___Last_camp_x:_{reg1 __Last_camp_x:_{reg1}__y:_{reg2}_z:_{reg3}
qstr_Player_renown_is_inc Player_renown_is_increased_by_100._
qstr_Player_reputation_is Player_reputation_is_increased_by_1_and_it_is_now_{reg7}.
qstr_You_can_not_read._Yo You_can_not_read._You_should_learn_it_at_a_monastery.
qstr_{reg1}_{s1}_{reg2?ac {reg1}_{s1}_{reg2?accept:accepts}_the_offer.
qstr_No_one_accepts_the_o No_one_accepts_the_offer.
qstr_You_start_reading_{s You_start_reading_{s2}._After_a_few_pages,_you_feel_you_could_learn_a_lot_from_this_book._You_decide_to_keep_it_close_by_and_read_whenever_you_have_the_time.
qstr_You_flip_through_the You_flip_through_the_pages_of_{s2},_but_you_find_the_text_confusing_and_difficult_to_follow._Try_as_you_might,_it_soon_gives_you_a_headache,_and_you're_forced_to_give_up_the_attempt.
qstr_You_lost_your_duel_a You_lost_your_duel_against_^^{s3}
qstr_You_won_your_duel_ag You_won_your_duel_against_^^{s3}
qstr_You_prepare_to_duel_ You_prepare_to_duel_^^{s3}
qstr_^^^^You_have_fought_ ^^^^You_have_fought_{s3}_{reg5}_times._^^You've_won_{reg6}_times._^^You've_lost_{reg7}_times
qstr_^^^^Dueling_with_you ^^^^Dueling_with_your_own_troops_will_not_count_towards_your_dueling_statistics.
qstr_Villagers Villagers
qstr_The_time_for_talk_is The_time_for_talk_is_over._{s1}_is_waiting_to_begin_the_duel.
qstr_You_have_engaged_{s1 You_have_engaged_{s1}_while_they_were_raiding_{s3}.
qstr_You_were_caught_by_{ You_were_caught_by_{s1}_while_your_forces_were_raiding_{s3}.
qstr_YOU_FALL_INTO_AN_AMB YOU_FALL_INTO_AN_AMBUSH_!!!
qstr_YOU_SUCCESSFULLY_THW YOU_SUCCESSFULLY_THWARTED_AN_AMBUSH_!!!_You_have_encountered_{s1}._
qstr_You_have_encountered You_have_encountered_{s1}._You_have_{reg10}_troops_fit_for_battle.
qstr__Your_supply_wagon_i _Your_supply_wagon_is_getting_looted_and_destroyed.
qstr_Your_ambush_is_a_cri Your_ambush_is_a_critical_success.{s17}
qstr_Your_ambush_is_a_suc Your_ambush_is_a_success.{s17}
qstr_Your_ambush_is_a_fai Your_ambush_is_a_failure._You_will_fight_at_a_disadvantage.{s17}
qstr_Your_ambush_is_a_crit Your_ambush_is_a_critical_failure._You_will_fight_at_a_big_disadvantage.{s17}
qstr__Nocturnal_ _Nocturnal_
qstr_Your_{s2}_sneak_atta Your_{s2}_sneak_attack_is_a_critical_success._{s17}
qstr_Your_sneak_attack_is Your_sneak_attack_is_a_success._{s17}
qstr_Your_sneak_attack_is_ Your_sneak_attack_is_a_failure._You_will_fight_at_a_disadvantage._{s17}
qstr_Your_sneak_attack_is_a Your_sneak_attack_is_a_critical_failure._You_will_fight_at_a_big_disadvantage._{s17}
qstr__You_need_to_have_mo _You_need_to_have_more_men_for_can_use_panel_commander.
qstr_You_were_victorious! You_were_victorious!
qstr_Battle_was_lost._You Battle_was_lost._Your_forces_were_utterly_crushed.
qstr_Your_companions_carr Your_companions_carry_you_away_from_the_fighting.
qstr_You_have_defeated_th You_have_defeated_the_enemy.
qstr_You_have_retreated_f You_have_retreated_from_the_fight.
qstr_^^Ally_Casualties:{s ^^Ally_Casualties:{s0}
qstr_{!}{s4}_skipped_in_p {!}{s4}_skipped_in_p_total_enemy_casualties_capture_queue_because_is_friendly
qstr_{s1}_of_{s3}_managed {s1}_of_{s3}_managed_to_escape.
qstr_{!}{s17} {!}{s17}
qstr_{!}Victory_comment._ {!}Victory_comment._Player_was_alone
qstr_{!}Ordinary_victory_ {!}Ordinary_victory_comment._The_player_provided_at_least_40_percent_forces.
qstr_{!}Player_participat {!}Player_participation_comment._The_enemy_had_at_least_1k_starting_strength.
qstr_{!}No_victory_commen {!}No_victory_comment._The_battle_was_small,_and_the_player_provided_less_than_40_percent_of_allied_strength
qstr_Some_of_your_tendons Some_of_your_tendons_have_been_damaged_in_the_battle._You_lose_1_strength.
qstr_You_took_a_nasty_wou You_took_a_nasty_wound_which_will_cause_you_to_limp_slightly_even_after_it_heals._You_lose_1_agility.
qstr_You_have_trouble_thi You_have_trouble_thinking_straight_after_the_battle,_perhaps_from_a_particularly_hard_hit_to_your_head,_and_frequent_headaches_now_plague_your_existence._Your_intelligence_is_reduced_by_1.
qstr_Perhaps_I_m_getting_ Perhaps_I'm_getting_unlucky...
qstr_Retirement_is_starti Retirement_is_starting_to_sound_better_and_better.
qstr_No_matter!_I_will_pe No_matter!_I_will_persevere!
qstr_What_did_I_do_to_des What_did_I_do_to_deserve_this?
qstr_I_suppose_it_ll_make I_suppose_it'll_make_for_a_good_story,_at_least...
qstr_Player_retreats_from Player_retreats_from_battle.
qstr___{reg1}_scillingas_ _({reg1}_scillingas_per_day)
qstr_You_are_in_no_condit You_are_in_no_condition_to_work.
