
str_no_string|NO STRING!
str_rebellion_rival_martial|{s49} 자네편인 {s44}는 한때 내 명예와 용기에 대해 의문을 제기했었지. 그 녀석을 전장에서 볼 수 있는 기회가 흔하지 않았지만, 그 말이 쏙 들어가게 해 주겠어
str_rebellion_rival_quarrelsome|{s49} 자네가 {s44}와 함께 일하더군. 그는 교활한 족제비라서 나는 전혀 신뢰하지 않지.
str_rebellion_rival_pitiless|{s49} 자네가 {s44}를 병사로 받아들인 걸로 보이던데.. -- 그 녀석은 물렁하고, 약해빠졌고, 영지를 다스리기에 적합하지 않아서 나는 그녀석을 몹시 싫어하지.
str_rebellion_rival_cunning|{s49} 이미 당신 편인 {s44}는 완고하고 시비조에다가 책임감도 부족하지
str_rebellion_rival_sadistic|{s49} 욕지기나도록 선행을 펼치는 {s44}와는 함께 전투에 나가기 싫네.
str_rebellion_rival_goodnatured|{s49} 잔인함으로 유명한 {s44}와는 같은 편으로 있기 싫네
str_rebellion_rival_upstanding|{s49} 당신 편인 {s44}는 내 생각에 위험하고 믿을 수 없고, 매우 파렴치한 인간이오.
str_rebellion_argument_favorable|당신의 논점을 존중하오.
str_rebellion_argument_neutral|당신의 논점은 적절하게 흥미를 끄는군.
str_rebellion_argument_unfavorable|당신의 논점에서 전혀 흥미를 찾기 못하겠군.
str_rebellion_persuasion_favorable|당신의 말은 감동적이오.
str_rebellion_persuasion_neutral|이치에 맞는 말이오.
str_rebellion_persuasion_unfavorable|납득할 수 없는 말이군.
str_rebellion_relation_very_favorable|나는 개인적으로 당신을 제일 존경하오.
str_rebellion_relation_favorable|저는 개인적으로 당신을 잘 알고 존경하오.
str_rebellion_relation_neutral|제가 좋아할만큼 당신을 잘 알지 못하오.
str_rebellion_relation_unfavorable|당신을 믿지 못하겠소.
str_and_comma_3|더군다나, 
str_but_comma_3|그럼에도 불구하고,
str_and_comma_1|, 그리고 
str_but_comma_1|, 그러나 
str_and_comma_2|. 더욱이, 
str_but_comma_2|. 그렇지만, 
str_rebellion_agree_martial|난 결정했네. 정통성 있는 {s45}에게 돌아가겠소.
str_rebellion_agree_quarrelsome|아, 충분히 생각해봤는데. 난 {s46}을(를) 어떤식으로든 좋아해 본 적이 없어. 그에게서 왕좌를 뺏어 버리자구.
str_rebellion_agree_pitiless|자넨 운이 좋군. 자네를 돕겠네. 내 결정에 후회가 없도록 빌어주게
str_rebellion_agree_cunning|이건 가장 위험한 결정이지만, 깊이 생각해서 자네와 함께하기로 결정했네. 잘 되길 기도하세.
str_rebellion_agree_sadistic|결정했어. 자네가 모시는 {s45} 후계자를 지원하겠네. 하지만 댓가는 충분히 보장해야 줘야 해!
str_rebellion_agree_goodnatured|좋아. 당신이 모시는 후계자는 훌륭한 지배자가 될 꺼라 생각해. 나도 참여하겠네.
str_rebellion_agree_upstanding|그렇다면 좋다. 내 첫번째 의무는 왕국을 위하는 것이고, 왕국을 불법으로부터 구원하기 위해 {s45}을 등지고 {s46}에게 내 충성을 맹세하겠다. 하늘이시여, 제가 잘못된 길을 가고 있다면 용서해 주시기 바랍니다.
str_rebellion_refuse_martial|죄송합니다. {s45}는 훌륭한 주장이지만, {s46}를 배반할 만큼 충분하진 않습니다. 나는 내 군주에게 충성을 다할 것입니다.
str_rebellion_refuse_quarrelsome|아니. 네놈의 {s45} 녀석은 이 왕국을 다스리기 위한 자질이 부족하다. 나는 {s46}과 함께하겠다.
str_rebellion_agree_pitiless|아니. 나는 당신의 반란에 동참하지 않을 것이다. 나는 반란이 꼭 가지고 싶은 장난감을 거절당한 꼬마의 투정에 지나지 않는다고 생각한다. 나는 통치능력이 잘 검증된 {s46}과 함께 하겠다.
str_rebellion_agree_cunning|미안하네. 자네는 자네가 반드시 이길 거라는 자신감을 내게 보여주지 못하네. 앞으로 많은 사람들이 죽을테고. 난 그 사이에 끼고 싶지는 않아. {s46}에게 돌아가겠네.
str_rebellion_agree_sadistic|아니. 난 자네의 어리석은 게임에 놀아나지 않겠네. 내 생각엔 자네가 왕관을 손에 쥐는 것 보다 교수대에 목이 달리는게 훨씬 더 빠른 여정이 될 것 같군. 그날이 오면 난 {s46}의 편에 있던 자들의 목이 떨어지는 걸 구경해 주겠네.
str_rebellion_agree_goodnatured|미안하네. 난 {s46}에게 돌아가는게 옳다고 느끼지 않아. 내가 다음번에 자넬 전장에서 만났을땐 어떤 유감도 없을걸세.
str_rebellion_agree_upstanding|미안하네. {s45}의 주장은 내게 그렇게 설득력있지가 않군. 이 땅의 불쌍한 사람들에게 안겨줄 혼란스러운 저주의 고통을 줄만큼은 아니야. 난 {s46}에게 돌아가겠네. 내가 지금 잘못 행동하는 것 일지라도 천국에서 구원받을수 있을테니.
str_talk_later_martial|지금은 정치에 대해 말할 때가 아니네! 난 지금 여기에 날 따르는 영주들과 함께 무장을 하고 전투를 하기 위해 나왔네. 자넨 싸울 준비나 하는게 좋을거야.
str_talk_later_quarrelsome|넌 내가 조국의 배신자 따위와 말을 섞을 줄 알았는가? 우리가 포위당했다고 해서? 어디 한번 덤벼 보시지. 이 피에 미친놈아.
str_talk_later_pitiless|그 혓바닥 당장 집어넣으시지! 내가 언제고 말은 하겠지만, 지금 여기서 싸움을 앞두고 말하진 않겠다!
str_talk_later_cunning|그런 문제를 말하기엔 좋은때도 아니고 좋은 장소도 아닌거 같군. 아마 나중에 시간나면 다른 장소에서 우린 그 문제를 논의 할 수 있을테지만. 우린 지금 적이잖나.
str_talk_later_sadistic|네 입을 확 꿰매줄까! 상상이 안되나? 다른 영주가 내가 배신자와 이야기 하는걸 보는 장면이.
str_talk_later_goodnatured|그래, 자네의 반란에 대해 나와 논쟁을 벌이고 싶다고? 그런건 내가 내 영주의 군대에게 포위 당하지 않았을때 다시 시도해보게. 그러면 자네가 해야할 말을 들어주지.
str_talk_later_upstanding|내가 정통성 있는 왕위계승이 뭐라 생각하든, 지금 여기서 논쟁을 벌일 생각은 없네. 만약 우리가 사적인 자리에서 다시 만난다면. 내 기꺼이 자네가 해야할 말을 들어주지. 그렇지만 지금은 내가 자네의 적이라는걸 염두에 둬주게.
str_gossip_about_character_default|그들은 {s6}은/는 정말 재미없는 사람이라고 말한다. 
str_gossip_about_character_martial|그들은 {s6}이(가) 전쟁보다 재미있어하는 것은 아무 것도 없다고 말한다
str_gossip_about_character_quarrelsome|그들은 {s6}이(가) 최근 다른 영주들과 다투는 중이라고 말한다. 사람들이 그의 코에 대해 농담을 하기 때문이다.
str_gossip_about_character_selfrighteous|I난 {s6}이/가 시골 지주를 사형시켰다는 것을 들었다 그이유가 재수없게 그 사람이 그의 숲에서 사슴을 죽였기 때문이라고 했다.
str_gossip_about_character_cunning|그들은 {s6}이/가 얍삽한 상대라고 말한다.
str_gossip_about_character_sadistic|그들은 {s6}이/가 자신의 적들을 고문하는걸 좋아한다고 말한다. 나는 그를 비난하기 싫다.
str_gossip_about_character_goodnatured|그들은 {s6}이 좋은 사람이고 거의 땅에서 사람들을 관대하게 대한다고 말한다. 그것은 거의 모든 귀족들의 평가 보다 낫다.
str_gossip_about_character_upstanding|사람들은 {s6}을 섬기는 것이 큰 도움이 된다고 말한다. 그는 아랫사람들에게 좋은 사람이며 그들이 일을 잘하면 그에 상응하는 보상을 해준다.
str_latest_rumor|당신이 최근에 {s6}에 대해 들은 소문은 : 
str_changed_my_mind_martial|하지만, 당신의 감동적인 말들은 내 스스로를 되돌아보게 했습니다.
str_changed_my_mind_quarrelsome|하지만 네녀석의 말은 나를 빠져들게 하고 있어. 계속 듣고 있네.
str_changed_my_mind_pitiless|하지만 자네가 그렇게 변명을 늘어놓으면, 나는 다시 생각해줄 것이다.
str_changed_my_mind_cunning|하지만 자네도 알다시피, 달변이군. 감동이야. 계속 듣고 있어.
str_changed_my_mind_sadistic|하지만 당신의 굉장한 언변이 당신 편에서 멋진 노래를 부르기 때문에 아직 그 생각을 잊어버리지 못하고 있어.
str_changed_my_mind_goodnatured|하지만 좋은 주장이라서 나는 열린 생각을 가지려고 노력하고 있네.
str_changed_my_mind_upstanding|그렇지만, 자네의 멋진 달변에 나는 계속 듣고 있네.
str_swadian_rebellion_pretender_intro|난 이솔라다. 스와디안의 진정한 왕비지.
str_vaegir_rebellion_pretender_intro|내 이름은 발딤이다. 사람들은 날 '사생아' 라고 부르지. 난 베기어의 왕자다. 정당히 왕위에 올랐어야 했지만 그자린 나의 친척 야로글렉이 차지했지.
str_khergit_rebellion_pretender_intro|난 더스툼 칸이다. 잔키르 칸의 아들이며 케르지트의 진정한 칸이다.
str_nord_rebellion_pretender_intro|난 멀리보는자 레트윈이네. 하킴 어르신의 아들이지. 칼라디아 노드의 왕이 되었어야 할 사람이네.
str_rhodok_rebellion_pretender_intro|난 카스트로 영주다. 사람들을 폭정에서 자유롭게 해줄 로독의 진정한 왕이지.
str_sarranid_rebellion_pretender_intro|나는 사람들이 반짝이며, 사라니드의 어머니이며, 진정한 여왕이라고 말하는 아르와다. 
str_swadian_rebellion_pretender_story_1| 내 아버지 에스테리치 왕의 독녀였지. 내가 여자로 태어났음에도 아버지는 날 아들처럼 사랑해주셨고 그의 계승자라고 정해주셨어. 예전에 나의 아버지는 오랜 기간동안 이땅의 위대한 귀족이었고 누구도 그의 의지를 의심하지 않았어. 거기엔 여자가 장애가 되는 어떠한 법도 없었지. 정말로 우리 스와디아 사람들은 먼 과거에 우릴 이끌어준 여왕 전사의 전설을 말하곤 해.
str_vaegir_rebellion_pretender_story_1|내 아버지가 돌아가셨을 때 난 어린애에 불과했고 섭정관 버를렉 삼촌의 보살핌 속에 살고 있었지. 그런데 내가 나이가 찼음에도 정권을 놓질 않으시더군. 이렇게 빼앗은 권력으로 내 어머니를 간통죄로 몰아 세웠어. 그리면서 내가 아버지의 진짜 아들이 아니라고 우기더군. 그녀는 죄인이 되어 처형당했고 그 이후 난 사생아로 불리게 되었지.
str_khergit_rebellion_pretender_story_1|산자르칸과 난 형제였다네. 위대한 잔키르 칸의 아들들이었지. 비록 어머니가 서로 다르긴 했지만. 위대한 칸을 아는 모든 사람들은 내 아버지의 훌륭한 생애를 입을 모아 말해줄거다. 난 아버지의 총애를 받았고, 통치의 책임을 위임받았지. 산자르는 사냥하며 놀고 축제에서 애정행각을 벌이기에 바빴고 아버지의 사령관으로서의 자질은 점점 사라져 갔다.
str_nord_rebellion_pretender_story_1|난 멀리 보는 자라 불린다네 내가 지식의 탐구를 위해 엄청나게 먼 곳까지 여행을 다녀왔기 때문이지. 심지어 노드의 일반적인 사람들도 날 그렇게 부른다네. 내가 점차 성장함에 따라 나의 아버지는 공부하라며 날 바다건너 땅에 있는 왕실과 대학으로 여행을 보냈네. 만약 노드 사람들이 스스로를 칼라디아 제국의 진정한 계승자라 불리길 바란다면 그에 걸맞게 행동해야해. 법과 글자에 대해 알아야 하며 그들 자신을 그저 약탈과 싸움과 음주에 만족하는 사람으로 말하고 다녀서는 안되네
str_rhodok_rebellion_pretender_story_1|로독 사람들은 자유로운 사람들이네. 폭군의 노예가 아니란 말일세. 왕은 젤카라, 벨루카, 얄렌 도시의 모든 귀족들이 모인 회의를 통해 유력한 귀족가문중 하나에서 선택되어 져야 한다네. 이 회의는 젤카라도시 앞 평원에서 이뤄지며 심사중에는 어떠한 병력도 보여선 안되고 죽음의 고통도 내비쳐져서는 안되네
str_sarranid_rebellion_pretender_story_1|나는 머나먼 땅에서 태어났고, 천한 가족들 때문에 어릴때 노예로 됐었지. -- 하지만 많은 우리 왕들의 어머니가 노예였기 때문에 나는 부끄럽지 않았지. 늙은 술탄 아이자르는 시장에서 나를 찾아냈고, 내 미모에 반했어. 나는 왕실에 들어갔고, 술탄은 나의 지성을 존경했지. 술탄이 늙어가면서, 술탄은 내가 자기 대신에 지배할 수 있도록 허락해 주었어. 처음에는 왕궁 업무를 관리했고, 나중에는 왕국을 다스렸지. 
str_swadian_rebellion_pretender_story_2|그러나 아버지가 돌아가셨을때. 친척인 헤를루스가 귀족들에게 스와디아에 여왕은 있을 수 없다고 주장을 했어. 헤를루스는 날 미쳤다고 매도했고 그 앞에 더 이상 법이 서 있을 자리는 없었지. 그리고 그는 곧 왕과 가까웠던 친척으로서 왕좌를 계승했어.
str_vaegir_rebellion_pretender_story_2|난 충실한 수하들에게 밀수출 당했어. 그렇지만 그덕에 지금의 내가 존재할 수 있게 된거지. 버를렉은 배신 행위 후에 곧 죽었고 그것이 하늘의 심판이라는건.. 의심할 여지가 없겠지. 그의 아들 야로글렉은 지금 그 자신을 왕이라 부르고 있지만 그는 더러운 혈통의 종자일 뿐이야. 그가 한 왕위찬탈은 버를렉이 한 짓 보다 덜하지 않지. 그리고 난 반드시 왕좌에서 그를 쫓아내고 말거야. 
str_khergit_rebellion_pretender_story_2|케르지트의 문화에 따르면 사람이 죽으면 그의 가축들을 나눠서 그의 아들들에게 공평하게 분배하지. 물론 칸의 영토도 마찬가지로 분배하게 된다네. 그런데 내가 아버지의 임종을 들었을때, 난 마침 국경을 조사하러 나와 있었네. 난 서둘러 고향 툴가도시로 돌아가 산자르에게 칸의 영토와 후계자로서의 권리를 나누려 했지만 내가 도착했을땐, 왕궁으로 그의 조력자들을 몰아가는 산자르를 발견할 수 있었지. 그 자신만이 하나뿐인 칸이라는 것을 선포하기 위해서 말일세.
str_nord_rebellion_pretender_story_2|얼마후 내 아버지는 돌아가셨지만 그전에 나는 이미 나의 학업 코스를 끝마친 뒤였다네. 그리고 나는 나의 왕좌를 주장하기 위해 서둘러 왕궁으로 돌아가려 했지만 폭풍에 그만 배가 침몰하고 말았다네. 아버지의 영주중 하나인 라그나는 이 기회를 놓치지 않았고 내가 해외에서 죽었다는 루머를 퍼트렸다네. 그는 그의 조력자들을 불러 모아 왕으로서 즉위했고 과거 몇년간 힘을 축적해 나갔다네.
str_rhodok_rebellion_pretender_story_2|최종선발회의 그곳엔 두명의 후보가 남아 있었네. 나와 그라베스 영주였지. 회의가 치러지는 도중 그라베스가 나타났고 손에 칼을 들고선 스와디아의 기습부대가 회의장 부근에 나타났다고 말하더군. - 그건 사실이었네 - 그리고는 만약 자신을 왕으로 추대하지 않으면 그들을 두고 떠나버리겠다고 했다네.
str_sarranid_rebellion_pretender_story_2|술탄 아이자르가 죽었을 때, 왕국의 중립적인 토후들은 내가 술탄을 이어 통치를 해야 해서 내전의 위험을 피해야 한다고 보았어. 그럼에도, 그들은 내가 술탄의 장군들 중 한명인 토후 바이박과 결혼을 해야 한다고 주장했어. 토후들은 바이박은 군대의 지휘관으로써, 나는 왕국의 어머니로써 충성을 맹세하기 위해 정열을 했지. 짧은 기간 동안 우리가 다스리던 우리의 왕국은 번영했어. 
str_swadian_rebellion_pretender_story_3|난 하를루스의 악담에 의해 내가 저지른, 그리고 나로 인해 벌어진 모든 나쁜 일들을 인정하겠어. 배신자의 말을 들었던 모든 행동들을 인정하겠어, 그리고 그의 밑에서 통치한 행정관은 매수됐었다고 믿어. 상관 없어. 앞으로 나는 위대한 왕의 기억과 의지를 존경하는 충신들의 군대를 모을거야. 그리고 만약 누군가 여자가 힘을 휘두르는 것에 대해 의심한다면 그땐 내가 하를루스를 잡아 왕관을 그에게서 뺏어던지면서 그들이 틀렸다는걸 입증해 주겠어.
str_vaegir_rebellion_pretender_story_3|모든 베기어 사람들이 보는 가운데 내가 나의 권리를 되찾을때까지, 난 '사생아'라는 별명을 지니고 있겠어. 내가 해야할 일을 계속해서 상기시켜줄테니까.
str_khergit_rebellion_pretender_story_3|나의 형제는 케르지트는 힘만을 숭상한다고 생각한다. 그리고 지도자는 언제든지 뭐든지 하고 싶은대로 하는 것이라고 생각하고 있어. 그렇지만 나는 그가 우리 국민들의 영혼을 잘못 읽고 있다고 생각한다. 우리는 단호한 지도자를 존경한다. 우리는 그 자신의 형제의 권리를 존경하지 않는 사람은 수하들의 권리 또한 존경하지 않는다는 것을 안다.
str_nord_rebellion_pretender_story_3|그래서 나는 망명생활을 유지하고 있다네. 지금은 내가 머나먼 땅의 지혜 안에서 날 깨우칠 진리를 찾고 있는게 아니라는 것을 제외시키더라도 나와 함께 이 땅에 돌아온 노드의 전사들과 나의 왕좌를 되찾을거네. 만약 라그나가 나의 통치력에 의문을 표시한다면, 그땐 얼굴을 맞대고 말하게 해주지. 마치 서로 다른 방패의 테두리를 바라보고 있는 것처럼. 한명의 학자 한명의 전사가 아닌 전사들이 학자가 될 수 있게 되기 위해 오직 둘을 연합시키는 한명 만이 왕의 자리에 합당하다고.
str_rhodok_rebellion_pretender_story_3|뭐, 그라베스는 로독을 위해서 스와디아 기사들을 물리쳤어. 그점에 난 감사하고 있다네. 내가 왕이 되면 승리의 화환을 그의 머리에 직접 씌워줄거라네. 그렇지만 그가 로독 연합과 신성한 예습에 대해 보여준 배신에 대한 합당한 대가로 그의 어깨로부터 그 머리를 분리시켜 줄걸세.
str_sarranid_rebellion_pretender_story_3|하지만 슬프게도, 바이박은 케르지트와의 전투에서 전사했지. 나는 즉시 그의 죽음을 알게 되었고, 배반의 가능성으로부터 내 자신을 준비해야 했지. 그렇지만 슬프게도, 내 남편의 불충한 조카 하킴이 그의 군사를 이끌고 왔고, 조용하게 전장의 먼지를 뒤덮었으면서 나를 왕궁에서 내쫓고 자기를 술탄으로 선포했지. 그래서 -- 나는 내 군대를 모아서 그에게 은혜를 갚아주러 돌아가야 하지.
str_swadian_rebellion_monarch_response_1|이솔라는 그녀가 스와디아의 여왕이 되었어야 한다고 생각하나? 흠.. 에스테리치 왕은 인덕의 마음을 지닌 군주였지. 그리고 딸을 극진스레 대했어. 하지만 좋은 마음씨를 가졌더라도 머리를 쓰지 못하는 왕은 국민들에게는 저주가 될 수 있다네. 이솔라는 아마 네게 여왕전사의 이야기를 말햇을거야. 그렇지만 모든 옛날 이야기들의 끝은 똑같다는 것을 떠올려보게. 칼라디아의 군대의 발아래 스와디아 사람들은 짓뭉개졌다네.
str_vaegir_rebellion_monarch_response_1|발딤은 평화속에 자랐네. 난 그에게 명예와 직위를 주려 했어. 그리고 그는 내 최고의 가신이 되어야 했지. 하지만 그가 전쟁통에 왔을땐, 난 사슬에 묶인 것처럼 그를 질질 끌고 가야 했어. 이제 난 그에게 내가 정당한 주권자라는 것을 인정하게 만들거라네. 그리고 그가 말을 바꿀수 없게 혀를 입으로부터 잘라버릴거라네. 
str_khergit_rebellion_monarch_response_1|내 형제 더스툼이 자네에게 그의 카나테(칸의 영지)의 조각에 대한 주장을 말했을 걸세. 양떼에 비유해서 말이야. 내 하나 말해주지. 케르지트가 이땅에 생겨난 이래, 모든 칸의 죽음은 똑같은 결과를 낳았다네. 왕국은 분열되고 칸의 아들들은 전쟁을 치렀으며, 어떤식으로든 가장 강한자가 모든것을 차지했지. 난 간단하게도 미리 내전의 징조를 예측했을 뿐이라네.
str_nord_rebellion_monarch_response_1|레스윈 '멀리보는자'? 레스윈 글쟁이가 더 어울리지. 아마 자네는 이런말을 들어본적 있을걸세. '왕이 어린애인 왕국은 불행하다' 왕이 학자인 왕국 또한 불행하다네. 자네는 칼한번 잡은적 없어 굳은 살조차 없는 풋내기에 의해 노드가 통치되기를 원하고 있네. 방패벽을 마주쳐본적도 없겠지? 레스윈이 왕이 되면 그의 영주들은 면전에 대고 그를 비웃어 댈 거야.
str_rhodok_rebellion_monarch_response_1|카스트로 영주는 분명 자네에게 내가 로독의 신성한 예습을 더렵혔다고 말했을 걸세. 왕을 뽑는 선거는 단지 귀족들의 간섭에 의해서 치러지는 행사일뿐인데 말이야. 뭐, 내가 하나 알려주지. 도시의 귀족들은 우리 고대의 자유들에 대해서 장광의 이야기를 늘어놓는다네. 그런데 그러고선 그들의 왕으로는 그들의 빌라에 마지막까지 남아 좋은 와인을 마시면서 그들의 탈세를 눈감아주기로 약속한 귀족을 선택하지.
str_sarranid_rebellion_monarch_response_1|우리의 학자들은 정치에서 가장 중요한 이론이 하나 있다고 인정해 왔어. 사람들은 내전보다는 폭군이 낫기 때문에 통치자의 권위를 인정해야만 한다는 것이야. 그것 때문에 나는 바이박과 아르와 부부의 권위를 인정하고 충성을 맹세하였네.
str_swadian_rebellion_monarch_response_2|스와디아 공주의 곤경에 눈물을 흘리던 자들은 베기어의 침략자들에 의해 소유되어 노예시장에 팔려나가는 가재도구가 된 스와디아 여인들의 운명이 반영되었어야 할 그녀 아버지의 왕좌를 거부했다네.
str_vaegir_rebellion_monarch_response_2|내 아버지가 뭘 했든지 간에 모든건 이미 끝났네. 왕좌의 정통성은 문제가 되지 않아. 난 계승을 이미 마쳤고 그게 끝이네. 만약 상속은 언제고 이루어질 수 있다는 기존의 온갖 주장이 다시 제기됐다면 그건 왕정 제도의 끝이 되었을 걸세. 그리고 우리는 대륙의 내전속에 살아야 했겠지.
str_khergit_rebellion_monarch_response_2|더스툼은 가축상속분배의 권위자나 왕국논쟁에 관한 조정자가 될수는 있지만, 그가 칸이 되는걸 상상할수 있겠나? 우리는 주변국들에 의해 이땅에서 쫓겨나고, 예전처럼 초원에서 굶주리고 얼어가는 삶으로 돌아가게 됐을거네
str_nord_rebellion_monarch_response_2|늙은 하크림은 왕위계승에 대한 망상을 품고 있었던 듯 하네. 하지만 노드의 왕은 왕의 혈통이라고 다 되는게 아니네. 난 영주들의 지지를 받고 최고라는 이름으로 왕이 되었네. 이리 되는게 혈족 계승보다 낫고 재난을 불러 일으키는 것보다 낫다는 건 이 땅에 그 누구도 부정하지 않을 걸세
str_rhodok_rebellion_monarch_response_2|그들이 말하는 자유는 오직 그들만을 살찌게 하는 자유라네. 그동안 내 사람들은 초원에서 야숙하며 말라비틀어진 빵을 먹고 소금에 쩔은 생선을 먹지. 그리고 수평선너머 굴뚝에 연기나는 마을을 찾아. 이렇게 살면서 또 상로를 뚫고 유지하기 위해 우리의 피를 뿌리지. 여기에 내 생각을 말해볼까. 만약 내가 케르지트의 화살이나 스와디안의 검에 무기력한 상인들을 만난적이 없었다면 말이야 난 진심으로 이 사람들을 위해서는 회의를 할만한 가치가 있다고 큰소리로 외치고 다녔을 거라네.
str_sarranid_rebellion_monarch_response_2|그럼에도, 아르와는 그녀의 지혜나 정의에 대한 사랑 때문에 바이박의 파트너로 선택된 것은 아니라는 사실을 알아야 하네. 그녀는 아이자르와 바이박 같은 남자를 어리버리한 바보로 만들 수 있는 마녀였기 때문에 선택되어진거야. 아무렴 -- 그녀의 꼭두각시의 죽음으로 맹세가 무효화 될때까지 맹세에 충실했고, 그녀의 찬탈에 동조했네. 이제는 그녀가 나에게 동참해야 해
str_courtship_comment_conventional_generic|는 아주 잘 양육됐다.(전통적인)
str_courtship_comment_adventurous_generic|는 충분히 예의바르다.(모범적인)
str_courtship_comment_otherworldly_generic|는 정중하고 세심하다(내세의)
str_courtship_comment_ambitious_generic|는 밖에를 잘 나가지 않는다.(야심을 품은)
str_courtship_comment_moralist_generic|좋은 성격이다.(도덕적인)
str_feast_description|부족합니다
str_feast_description_2|약간 부족합니다
str_feast_description_3|간신히 적당합니다
str_feast_description_4|충분합니다
str_feast_description_5|풍부합니다
str_feast_description_6|넘쳐납니다
str_feast_lengthy_description_1|당신이 제공하는 음식은 손님들과, 그들의 수행원들에게 부족했습니다.  그들의 음식과 물 등을 주변 마을에서 꽤나 비싼 가격으로 구입해 주십시오. 참석한 그들의 의견은  주최자로서의 당신은 의무를 다하지 못 했다고 했고, 당신은 신임과 전체적인 명성이 떨어졌다고 했습니다.
str_feast_lengthy_description_2|당신이 제공한 음식과 음료는 결국 다 떨어졌습니다. 몇 손님들의 밀수품을 어떻게든 사주십시오, 혹은 그들의 수행원 몇 명에게 부탁해서 빨리 집으로 보내십시오. 그나마 다행스러운 평가가 '부족한 결과로 형편없는 계획이 되었다.' 입니만, 어쨌든 당신의 평판은 안 좋았습니다.
str_feast_lengthy_description_3|그 음식과 음료는 당신의 고귀한 손님들에게 충분했지만, 몇몇 사람들은 그들의 수행원도 없이 돌아 갔습니다. 당신의 고결한 사회적 의무를 최소한 이해함으로 당신의 명성은 올랐습니다.
str_feast_lengthy_description_4|당신은 당신을 신용 할 수 있을 만큼 충분하고 다양한 음식과 음료를 제공했습니다. 음식과, 음료, 흥겨운 분위기는 당신의 손님들을 편안하게 했고, 그들이 자신의 왕국에 대한 문제를 숨김없이 이야기 하도록 했습니다. 또한 그들은 당신에 대한 깊은 신용을 가졌습니다.
str_feast_lengthy_description_5|당신은 풍부한 음식들을 고귀한 당신의 손님들을 위해서만 제공하지 않았고, 그들의 수행원들에게도 제공했으며, 가난한 사람들에게도 배부했습니다. 당신의 손님들은 당신의 관대함을 칭찬했고, 사회적 지휘를 가졌으므로써, 의무를 다 하는 모습에 칭찬을 아끼지 않았습니다. 술과 음식은 배불리 먹을 수 있었고, 모두 술에 취하며, 대화의 흥을 돋우었고, 그들과의 유대관계는 더욱 강화 되었습니다.
str_feast_lengthy_description_6|왕국은 한달간 지속된 당신의 관대한 식탁을 말할 것이며, 그리고 그것은 사람들이 열망하는 연회의 표준이 될것입니다. 당신은 당신의 손님들과 그들의 하인들뿐 아니라, 연회장 문에 서성이던 이들의 배도 불리었습니다.
str_kingdom_1_adjective|스와디아 왕국
str_kingdom_2_adjective|베기어 왕국
str_kingdom_3_adjective|케르지트 칸국
str_kingdom_4_adjective|노르드 왕국
str_kingdom_5_adjective|로독 왕국
str_kingdom_6_adjective|살란 술탄국
str_credits_1|Mount&Blade: Warband Copyright 2008-2010 Taleworlds Entertainment^^
str_credits_2|Game design:^Armagan Yavuz^Steve Negus^Cem Cimenbicer
str_credits_3|Programming:^Armagan Yavuz^Cem Cimenbicer^Serdar Kocdemir^Ozan Gumus
str_credits_4|CG Artists:^Ozgur Saral^Mustafa Ozturk^Pinar Cekic^Ozan Unlu^Yigit Savtur^Umit Singil
str_credits_5|Concept Artist:^Ganbat Badamkhand
str_credits_6|Writing:^Steve Negus^Armagan Yavuz^Ryan A. Span
str_credits_7|Original Music:^Jesse Hopkins
str_credits_8|Voice Talent:^Tassilo Egloffstein
