qstr_{reg61}.0{reg62}|{reg61}.0{reg62}
qstr__Light_shone_from_th| Light shone from the East,^ that bright beacon of God,^ and the seas subsided.^I saw cliffs, the windy^ walls of the sea.^ Fate often saves^an undoomed man^ if his courage holds.^   >Beowulf ^^(K 키를 누르면 닫힘)
qstr__Dark_Age_Battle_Sys| Dark Age Battle System^^There are no men whom fear does not touch. ^Battles require a strong organization or you will falter. ^^Heavy infantry is the core of the army. ^They advance throwing javelins or darts, form a shield wall and charge. ^Cavalry and light infantry then flank the enemy.^Ranged units avoid melee attack and provide cover.^^(K 키를 누르면 닫힘)
qstr_Geoffrey:_Trying_to_|죠프리: 도망인가 농부여?
qstr_Cannot_leave_now.|지금은 떠나지 않겠다.
qstr__VERY_IMPORTANT:_How| VERY IMPORTANT: How does the gamemode Warlords Battle work?^^1. If you are lord, then in the inventory menu you can choose the type of troop command you'd like. If you have more money than usual it's because you need to pay your troops. What does this mean? That all the money you don't spend on buying equipment will be used for wages to battlefield troops (more money = more troops). ^Each basic troop normally costs 150 coins, but if a unit is powerful, it costs +100 coins. And if a unit has horse +50 coins. Keep this in mind when designing your army. Do you prefer quantity over quality? . ^^2. If you are an elite troop no need to worry about recruiting troops, spend all your money equipping the best gear; you have to be a battle champion, someone important, so your performance in battle is essential. ^ Killing, healing allied troops, exploring the territory, taking orders from lords, is all crucial. Also, if the lords fall, the task of leading the troops will fall upon you.^^(K 키를 누르면 닫힘)
qstr_The_defenders_retrea|농성자들이 퇴각했습니다!
qstr_The_attackers_have_r|침입자들이 성벽으로 접근해옵니다.
qstr__{s18}_{s1}| {s18} {s1},
qstr__None| 없음
qstr__Next_pay_day:_{s1}| 다음 결산일: {s1}
qstr_{s1}^^Affiliated_to_|{s1}^^ {s5}에 속한
qstr_No_companions_in_par|부대안에 동료가 없습니다!
qstr_You_came_into_the_wo| 당신은 가진 것이라곤 살고 있는 집이 전부인 몰락한 귀족의 {reg3?딸:아들}로 태어났습니다. 당신의 가족은 재정적 고난에도 불구하고, 당신이 어린 시절을 귀족의 저택에서 엄격한 궁중교육을 받을 수 있는 기회를 부여해줬습니다.
qstr_You_were_born_the_{r| 당신은 언제나 돈을 찾아 이곳 저곳을 유랑하는 한 상인의 {reg3?딸:아들}로 태어났습니다. 당신의 부모가 부유한 편이라 좋은 교육을 받을 수 있었지만 당신은 길에서 친구를 만들고 상인들과 흥정하는 법을 배우는 것을 더 좋아했습니다.
qstr_As_a_child_your_fami| 어린 시절 당신의 가족은 지역영주 호위병인 아버지의 빈약한 벌이에 시달려야 했습니다. 쉬운 생활은 아니었고, 당신이 교육 받기엔 집안이 너무 가난했습니다. 당신은 주로 거리에 나가 놀았고, 무기가 있던 없던 자신 스스로를 방어할 능력을 길렀습니다.
qstr_{reg3?daughter:son}|{reg3?딸:아들}
qstr_You_were_the_{reg3?d| 당신은 무엇이든 숲에서 직접 얻은 물자로 근근이 살아가는 가족의 {reg3?딸:아들}로 태어났습니다. 사냥, 벌목, 화살 만들기, 밀렵 등은 언제나 어려운 일이었고, 동물이건 사람이건 벌벌 떨어야 했던 강추위에 시달려야 했습니다. 비록 당신의 형제들은 운이 없었지만, 당신은 밖으로 나가 새로운 여명을 맞을 여행을 떠나려 합니다.
qstr_You_were_a_child_of_| 당신은 초원의 아이였고, 불모의 초원을 통해 거대한 캠프에서 살아가는 떠돌이 유목민의 부족에서 태어났습니다. 다른 부족민들처럼, 당신의 가족은 어느 무엇보다 말을 경외시했고, 걷는 것을 배우기도 전에 말 타는 법부터 가르쳤습니다.
qstr_As_the_{reg3?daughte| 도둑의 {reg3?딸:아들}로서, 당신은 형식적인 교육을 매우 조금 받았습니다. 대신에 당신은 모든 어린 시절을 거리로 나가서, 소매치기를 배울 때까지는 구걸을 했으며, 자물쇠를 따는 법을 배울 때까지는 소매치기를 했습니다. 여전히, 이 긴 시절은 당신이 도시물정에 밝고 도시의 수상한 뒷골목이나 비밀에 대해 잘 알게 해주었습니다.
qstr_As_a_{reg3?girl:boy}| {reg3?소녀:소년}(으)로서의 어린 시절을 지나, 당신은 귀족 중 한 명의 궁중에 살도록 보내졌습니다. 그곳에서 당신은 영주와 부인들의 집안일을 대신 거들어야 했습니다. 하지만 그들의 체스게임, 우아한 잡담, 위대한 업적에 대한 시와 기품 있는 사랑으로부터 갈등과 경쟁이 있는 어른들의 세계에 대해 남들보다 빨리 배워갔습니다. 당신은 또한 다른 아이들로부터 어른들의 검을 흉내 낸 막대기로 서로를 쳐부수는 거친 경기를 배웠습니다.
qstr_As_a_{reg3?girl:boy}_| {reg3?소녀:소년}(으)로서의 어린 시절을 지나, 무역에 대해 배우기 위해 지역의 장인의 견습생이 되었습니다. 새로운 주인 밑에서의 몇 년간의 고된 일과 공부 후에, 그는 당신을 직공으로 승진시키고 당신이 머물길 바라는 동안 완전한 급료를 받는 장인으로 고용했습니다.
qstr_As_a_{reg3?girl:boy}_g| {reg3?소녀:소년}(으)로서의 어린시절을 지나, 당신은 무역을 하고 수년간 가게를 운영하고 상단을 운영하는 부유한 상인의 견습생이 되었습니다. 당신은 곧 싸게 사고, 비싸게 팔며, 고객들이 좋은 거래를 했다고 믿게 만드는 재주에 익숙해졌습니다.
qstr_As_a_{reg3?girl:boy}_gr| {reg3?소녀:소년}(으)로서의 어린 시절을 지나, 당신은 거리로 나가, 살아남기 위해 무슨 짓이든 했습니다. 구걸, 강도, 빵을 얻기 위해 갱단을 위해 일하기도 했으며, 매일매일을 이런 잔인한 세계에서 살았고, 법과 당신에게 적의를 품은 자들을 언제나 한 발짝 앞서갔습니다.
qstr_As_a_{reg3?girl:boy}_gro| {reg3?소녀:소년}(으)로서의 어린 시절을 지나, 당신은 혼자서 거대한 초원에 나가 말을 타고 달렸습니다. 그리고 초원과 사막에서의 생존법을 배워 나갔습니다. 비록 가끔씩 허기진 배를 부여잡아야 했지만, 사람의 발길이 닿지 않는 이 나라에서 당신은 숙련된 사냥꾼이자 탐험가로 자랐습니다. 하지만 당신의 몸은 유목민 {reg3?여성:남성}으로서 발달됨에 따라, 근육은 비교적 약해졌습니다.
qstr_{reg3?daughter:man}|{reg3?딸:아들}
qstr_Though_the_distincti|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로하고, 주변의 모든 사물이 달라 보이기 시작했습니다. 이내 당신이 귀족에 종자가 되었고 많은 시간을 무기와 함께 연습하며 보냈습니다. 이제 당신은 어떻게 고난과 역경을 피하고 또한 그것들을 이겨내는지에 대해서 잘 알고 있습니다.
qstr_{reg3?woman:man}|{reg3?여성:남성}
qstr_Though_the_distinctio|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 당신은 모두가 귀부인처럼 행동해야 하는 궁녀들의 사교집단에 참여했습니다. 그곳에는 귀족들의 본처와 첩, 그리고 아직 남편을 찾지 못한 처녀들이 있었습니다. 하지만 이곳에서 두드러지기 위해 계락을 꾸미거나, 미혼인 왕족의 눈에 들기 위해 서로 격렬하게 싸우는 여성들처럼 당신도 동등한 집단을 만들었고, 당신은 곧 이 상황들을 자신에게 유리하게 바꿔 돌아가게 하는 법을 배웠습니다. 만약 당신 스스로를 이 미묘함에 적응시킨다면 당신 스스로가 세상에 거대한 영향력을 휘드르는 건 꿈이 아닙니다.
qstr_Though_the_distinction|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 당신은 등에 짊어진 악기와 목소리만을 가지고 여행을 떠났습니다. 그것은 수많은 배고픔과 사람들의 무관심이 함께하는 괴로운 삶이였지만, 당신은 가까스로 음악만으로도 살아갈 수 있었습니다. 세월이 흘러 당신은 선술집의 취객들이 연주하는 것에 익숙해졌고, 오히려 당신이 원하는 것을 가지지 않은 사람들과도 대화를 할 수 있게 되었습니다.
qstr_Though_the_distinction_|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 당신은 기술, 철학 그리고 약학을 가르치는 어느 도시의 대학에서 학생으로써의 자신을 찾았습니다. 그러나 당신의 모든 수업이 꼭 교실에서만 진행되는 것은 아닙니다. 당신의 동료들과 함께 골목을 배회하며 술과 여자, 그리고 좋은 싸움을 찾을지도 모르지만 당신은 부러진 턱을 어떻게 맞추는지를, 또는 어떻게 성난 시민이 곤봉을 내려놓고 그의 가게가 부서진 배상을 받도록 설득하는지를 확실하게 관찰할 수 있었습니다.
qstr_Though_the_distinction_f|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 당신은 열린 길의 부름에 유의하며, 마을과 마을 사이를 여행하면서 당신이 할 수 있는 만큼 물건을 사고 팔았습니다. 그럿은 부유한 삶은 아니였지만, 당신은 에누리의 달인이 되어, 매우 가난한 노인조차 당신에게 좋은 값을 매겨주었습니다. 당신도 알다시피, 머지않아 당신은 적당한 위치에 서서 자신만의 상업 왕국을 열 것입니다.
qstr_Though_the_distinction_fe|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 당신은 대장장이로써의 일을 추구하여, 단순한 금속이 아닌 기능과 아름다움을 가진 물건들을 만들었습니다. 세월이 흘러 당신은 대장장이 일이 경지에 올라, 괜찮은 작품은 좋은 가격에 팔리게 되었습니다. 만족스러운 의식주와 함께, 당신은 자신의 작품과 증대하는 명성을 자랑할 수 있었습니다.
qstr_Though_the_distinction_fel|당신이 진정한 {reg3?여성:남성}이 되면서 이전에 받던 차별은 뒤로 하고, 주변의 모든 사물이 달라보이기 시작했습니다. 불만스럽고 가난한 삶에서 벗어날 돈을 위해, 당신은 지방 영주의 숲으로 가서 자신 스스로에게 관대해지기로 했고, 법은 당신에게 있어서 아무런 의미가 없게 되었습니다. 당신은 노루와 멧돼지, 그리고 거위를 사냥해 값비싼 고기를 불법으로 팔았습니다. 당신은 경비병의 코앞에서 나무를 잘라서 그것들을 장작으로 사용하여 겨울철 얼어붙은 집들을 녹여주었지만 당연히 전적으로 약간의 돈을 위해서였습니다.
qstr_Only_you_know_exactl|꼭 알아야 하는 것은 당신은 모험가로서 긴 인생을 부여 받았다는 것입니다. 여전히 분노가 가슴 속에서 불타올랐기에, 떠나는 건 어려운 결정이 아니였습니다. 당신은 복수와 정의를 원합니다. 복수를 끝내지 않고는 끝냈다고 할 수 없고, 피를 흘리는 것만이 복수를 끝낼 수 있습니다.
qstr_Only_you_know_exactly|꼭 알아야 하는 것은 당신은 모험가로서 긴 인생을 부여 받았다는 것입니다. 당신은 사랑했던 이의 기억이 있지만, 떠나보내고, 혼자 가만히 있을 수 밖에 없는 것이 너무나 고통스러웠습니다. 어쩌면 당신의 새로운 삶이 그 아픔을 잊게 하거나, 당신이 말하는 걸, 참기 힘들게 하던 그 이름을 존경할 것입니다.
qstr_Only_you_know_exactly_|꼭 알아야 하는 것은 당신은 모험가로서 긴 인생을 부여 받았다는 것입니다. 심지어 당신이 포로가 되었을 때도, 지루함이 친숙했고, 방랑의 꿈은 당신의 삶을 삼켜버렸습니다. 당신이 멀리 떨어진 집을 그리워하거나, 그저 자유를 위한 여행을 떠나도, 한 곳에 머무르는 것을 참을 수 없었습니다. 당신은 쉽게 떠났고 뒤돌아보지 않았습니다.
qstr_Only_you_know_exactly_w|꼭 알아야 하는 것은 당신은 모험가로서 긴 인생을 부여 받았다는 것입니다. 하지만 당신은 다시 돌아갈 수 없다는 것을 알고 있습니다. 다시 돌아가면 아무것도 없습니다. 어쨌든 당신의 집은 사라졌고, 넓은 세상으로 나왔음을 인식해야 합니다. 혼자 헤엄쳐 나가거나 가라앉을 수도 있습니다.
qstr_Only_you_know_exactly_wh|꼭 알아야 하는 것은 당신은 모험가로서 긴 인생을 부여 받았다는 것입니다. 모두가 그러듯이, 무엇 하나없이 홀로 동기를 부여하여 스스로 얻어야 합니다. 당신은 부유하고, 강하고, 존경받고, 두려워지길 원합니다. 당신은 다른 이들이 머리를 조아리길 원하는 자가 되길 원합니다. 당신은 사람들이 당신의 이름을 알고 어디서든 이야기 되어지길 원합니다. 당신은 무엇이든 할 수 있고 어느 누구도 당신의 뜻을 멈출 수 없을 것입니다.
qstr_Back_to_the_beginnin|처음으로 돌아가기...
qstr_View_next_segment...|다음 세그먼트 보기...
qstr_^No_food:___{reg7}|^식량 고갈:  -{reg7}
qstr_^Wage_debt:___{reg7}|^고용 비용:  -{reg7}
qstr_Current_party_morale|현재 부대 사기 {reg5}.^핸재 부대 사기 결정 요소:^^기본사기:  +{reg6}^부대크기: {s2}{reg1}^휴식부족: {s3}{reg2}^음식다양성: {s4}{reg3}{s5}{s6}^최근사건: {s7}{reg4}^총합:  {reg5}^^^
qstr_Appoint_next_marshal|다음 총사령관을 지목
qstr_Award_{s12}_as_fief|{s12}를 영지로 수여
qstr_No_one|아무도 없습니다.
qstr_Selected_faction_is:|선택된 세력: {s10}^^{s9}
qstr_You_are_currently_re|당신이 현재 읽고 있는 책: {s8}
qstr_You_are_not_reading_|당신이 현재 읽고 있는 책: 없음
qstr_{s5}_and_{s6}|{s5} 그리고 {s6}
qstr_Renown:_{reg2}.^Bard|명성: {reg2}.^바드의 평판: {reg1}.^명예: {reg3}.{s12}^친분: {s8}.^숙적: {s6}.^{s9}
qstr_Your_estates_are:_{s|당신의 영지: {s8}.^{s9}
qstr_Current_party_size_l|현재 최대 모집가능 병력 수 {reg0}.^현재 부대 인원 제한 결정 사항:^^기본: {s5}{reg31}^리더쉽: {s2}{reg32}^카리스마: {s3}{reg33}^명성: {s4}{reg34}^총합:  {reg0}
qstr_Your_relation_with_t|각 세력과의 관계:^{s2}
qstr_You_are_Christian.|당신은 유일신교를 믿고 있습니다.
qstr_You_are_Pagan_and_wo|당신은 사교도를 믿고 있습니다.
qstr_You_are_Pagan_and_wor|당신은 토착 종교(전통)을 믿고 있습니다.
qstr_You_haven_no_religio|당신은 어떠한 종교도 없습니다. 개종을 원한다면 , 사제나 토착 종교 관계자를 만나세요.
qstr_Yes._You_have_a_deep|나는 건강한 상태이다.
qstr_Yes._You_have_a_nast|나는 건강한 상태이다.
qstr_Yes._You_have_suffer|나는 건강한 상태이다.
qstr_Yes._You_have_suffere|나는 건강한 상태이다.
qstr_Yes._You_have_a_brok|나는 건강한 상태이다.
qstr_Yes._You_have_a_broke|나는 건강한 상태이다.
qstr_Yes._You_have_suffered|나는 건강한 상태이다.
qstr_Yes._You_have_a_broken|나는 건강한 상태이다.
qstr_No._You_are_fine.|나는 건강한 상태이다.
qstr_Return_to_your_forti| 요새화된 캠프를 파괴한다.
qstr_Spend_{reg5}_hours_e|캠프를 요새화 한다. ({reg5} 시간)
qstr__You_have_returned_t| 요새화된 캠프 파괴.
qstr__You_must_have_tools_| 야영지를 구축하기 위해서는 인벤에 연장(tools)이 필요합니다.
qstr_You_start_sneaking|은밀기동을 시작합니다.
qstr___Last_camp_x:_{reg1|  최근 야영지 x: {reg1}  y: {reg2} z: {reg3}
qstr_Player_renown_is_inc|명성이 100증가. 
qstr_Player_reputation_is|평판이 1 상승하여 {reg7}이 됨.
qstr_You_can_not_read._Yo|당신은 글을 모른다. 글 읽는 법을 수두원에서 배워야 한다.
qstr_{reg1}_{s1}_{reg2?ac|{reg1}명의 {s1}이(가) 제안을 {reg2?수락:수락}했습니다.
qstr_No_one_accepts_the_o|아무도 제안을 수락하지 않았습니다.
qstr_You_start_reading_{s|당신은 {s2}을(를) 읽기 시작 했습니다. 몇 페이지를 넘긴 후, 당신은 당신이 이 책에서 많은 것을 배울 수 있었다는 것을 느꼈습니다. 당신은 그것을 곁에 두고 언제든지 읽을 수 있도록 했습니다.
qstr_You_flip_through_the|당신이 {s2}를 읽기 시작했지만 내용이 너무 난해하고 자신이 따라 하기에 어렵다는 걸 알았습니다. 좀 더 읽어 보려고 노력했지만 머리만 아파왔고 결국은 읽는 것을 포기할 수 밖에 없었습니다.
qstr_You_lost_your_duel_a|당신은 결투에서 패배했습니다. ^^{s3}
qstr_You_won_your_duel_ag|당신은 결투에서 승리했습니다. ^^{s3}
qstr_You_prepare_to_duel_|당신은 결투를 준비합니다 ^^{s3}
qstr_^^^^You_have_fought_|^^^^당신은 {s3}와 {reg5} 번 싸웠습니다. ^^{reg6} 번 이겼고. ^^{reg7}번 졌습니다.
qstr_^^^^Dueling_with_you|^^^^당신의 병사와 결투한 것은 기록으로 남지 않습니다.
qstr_Villagers|마을사람
qstr_The_time_for_talk_is|문답무용. {s1}는 결투를 기다리고 있습니다..
qstr_You_have_engaged_{s1|당신은 {s1}가 {s3}를 습격하는 전투에 가세했습니다.
qstr_You_were_caught_by_{|당신의 부대가 {s3}을(를) 공격하는 동안 {s1}이(가) 참전했습니다.
qstr_YOU_FALL_INTO_AN_AMB|당신은 매복에 당했습니다 !!!
qstr_YOU_SUCCESSFULLY_THW|당신은 성공적으로 매복군을 물리쳤습니다 !!! 이제 {s1} 와 맞닥들입니다. 
qstr_You_have_encountered|당신은 {s1}와 만났습니다. 당신은 {reg10} 병사를 참전시킬수 있습니다.
qstr__Your_supply_wagon_i| 당신의 보급마차는 약탈당하고 파괴되었습니다.
qstr_Your_ambush_is_a_cri|매복은 적에게 치명타를 주었습니다.{s17}
qstr_Your_ambush_is_a_suc|매복은 성공적입니다.{s17}
qstr_Your_ambush_is_a_fai|매복은 실패했습니다. 불리한 상황에서 싸워야 합니다.{s17}
qstr_Your_ambush_is_a_crit|매복은 대실패입니다. 최악의 상황에서 싸워야 합니다.{s17}
qstr__Nocturnal_| Nocturnal 
qstr_Your_{s2}_sneak_atta|당신의 {s2} 기습공격은 대성공입니다. {s17}
qstr_Your_sneak_attack_is|기습공격은 성공적입니다. {s17}
qstr_Your_sneak_attack_is_|기습공격에 실패했습니다. 불리한 상황에서 싸워야 합니다. {s17}
qstr_Your_sneak_attack_is_a|기습은 대실패입니다. 최악의 상황에서 싸워야 합니다. {s17}
qstr__You_need_to_have_mo| 사령관패널을 사용하기 위해서는 더 많은 병력이 필요합니다.
qstr_You_were_victorious!|당신은 승리하였습니다!
qstr_Battle_was_lost._You|전투에서 패했습니다. 당신의 부대는 완전하게 와해되었습니다.
qstr_Your_companions_carr|당신의 동료들이 당신을 전투에서 안전한 지역으로 이송했습니다.
qstr_You_have_defeated_th|당신은 적을 격퇴시켰습니다.
qstr_You_have_retreated_f|당신은 전투에서 퇴각했습니다.
qstr_^^Ally_Casualties:{s|^^동맹군 사상자:{s0}
qstr_{s1}_of_{s3}_managed|{s3}의 {s1}는 탈출했습니다.
qstr_Some_of_your_tendons|당신은 전투 중에 힘줄을 다쳐 1만큼의 힘을 잃게 되었습니다.
qstr_You_took_a_nasty_wou|당신은 치료를 하였음에도 작은 후유증으로 절룩거리게 되었습니다. 당신은 1의 만첩을 잃었습니다.
qstr_You_have_trouble_thi|당신은 전투후유증에 시달립니다. 당신의 머리에 어떤 강한 충격이 가해져 두통을 유발하여 기억이 오락가락하기 시작한 것 같습니다. 당신의 지능이 1 하락하였습니다.
qstr_Perhaps_I_m_getting_|아마도 나는 운이 없나 보군...
qstr_Retirement_is_starti|은퇴라는 단어가 갈수록 좋아지기 시작하는데.
qstr_No_matter!_I_will_pe|아무 문제없어! 난 좀 더 노력할거야!
qstr_What_did_I_do_to_des|내가 이걸 받기 위해서 무엇을 해야 합니까?
qstr_I_suppose_it_ll_make|내가 생각하기에는 적어도 그건 좋은 이야기가 될 거 같아..
qstr_Player_retreats_from|플레이어는 전투에서 퇴각했습니다.
qstr___{reg1}_scillingas_| (하루에 {reg1} 실버)
qstr_You_are_in_no_condit|당신은 일할 상태가 아닙니다.
qstr_You_are_paid_for_you|당신은 노동에 대가를 치뤘습니다.
qstr___Currently_{reg1}_p| (현재 {reg1} 포로들이 작업중)
qstr___Currently_{reg1}_g| (현재 {reg1} 경비들이 수행중)
qstr_Some_of_the_prisoner|소금광산에서 작업중이던 죄수중 일부가 도망쳤습니다.^남은 죄수들이 이번주에 {reg1} 실버의 수익을 냈습니다.
qstr_The_prisoners_you_ha|소금광산에서 작업중인 죄수들이 이번주에 {reg1} 실버의 수익을 냈습니다.
qstr__You_feel_good_for_h| 당신은 도움에 기분이 좋아졌습니다.
qstr_You_don_t_have_enough|돈이 부족합니다.
qstr_On_several_occasions|열심히 공부한 끝에, 글을 깨우쳤습니다!
qstr__The_monks_bless_you| 수도승이 당신과 당신이 나아갈 길을 축복하였습니다 .
qstr__You_are_now_a_chris| 당신은 이제 유일신교를 믿는 신자입니다.
qstr__With_unusual_fury_y| 토착 종교의 전사들이 수도원을 쑥대밭으로 만들었습니다. 피가 땅을 뒤덮고 있습니다.
qstr__Blood_and_death_eve| 피와 죽음이 만연합니다. 수도승들은 당신이 재화를 가져가는 것에 아무런 저항도 하지 못합니다. 부하들중 유일신교를 믿는 사람들은 불만이 생긴것 같습니다.
qstr__You_need_to_have_mor| 그 행동을 위해서는 더 많은 병력이 필요합니다.
qstr_{s9}_wants_you_to_fo|{s9}은(는) 다음 통지가 있을 때까지 자신의 군대를 따라오라고 했습니다.
qstr_{s8}_of_{s9}|{s9} 소속 {s8}
qstr__Your_own_banner_fli| 성문 위로 당신의 깃발이 휘날리고 있습니다.
qstr__You_see_the_banner_| 성문 위로 {s7}의 깃발이 보입니다.
qstr__Your_own_banner_flie| 도시의 성문 위로 당신의 깃발이 휘날리고 있습니다.
qstr__You_see_the_banner_o| 도시의 성문 위로 {s7}의 깃발이 보입니다.
qstr_^He_noticed_there_is|^그는 잡혀있는 {s11} 를 보았다.^당신과 {s11} 는 피를 흘리지 않고 문제를 항복하도록 설득해 볼 수 있을것이다...
qstr_^He_noticed_his_lord|^그는 잡혀있는, 군주 {s11} 를 알아보았다.
qstr_{s12}_is_a_last_fort|{s12}은 {s13}의 마지막 보루이다. 그들은 결사 항전을 다짐한 듯 하다.
qstr_You_can_use_persuasi|당신은 하루에 한번만 설득 기술을 사용할 수 있습니다.
qstr_ally_strength:_{reg0|아군 전력: {reg0}
qstr_enemy_strength:_{reg|상대 전력: {reg0}
qstr_persuasion_difficult|설득 난이도: {reg0}
qstr_normalize_difficulty|일반화된 난이도: {reg0}
qstr_persuasion_skill_eff|설득 스킬 효과: {reg0}
qstr_total_difficulty:_{r|종합 난이도: {reg0}
qstr_Persuasion_Attempt:_|설득 시도:(설득력: {reg5}) {s5}
qstr_The_{reg6?town_s:cas|{reg6?도시의:성의} 식량 저장분이 {reg3}일치가 남아 있습니다.
qstr_The_{reg6?town_s:cast|{reg6?도시의:성의} 저장된 식량이 바닥이 났고 수성측 병사들이 굶주리고 있습니다.
qstr_You_re_preparing_to_|당신은 성벽을 공격하기 위한 준비를 하고 있고 그 작업이 완성되는데 {reg9} 시간이 걸릴 것 같습니다.
qstr_Your_forces_are_buil|당신의 부대는 공성탑을 건설하고 있습니다. 병사들이 예상하기로 공성탑을 완성하는데 {reg9}의 시간이 더 필요합니다.
qstr_Your_forces_are_build|당신의 부대는 성벽을 공격하기 위해 충차를 만들고 있습니다. 그들이 작업을 마치기 위해서는 {reg9} 시간이 필요합니다.
qstr_You_are_ready_to_att|당신은 언제든지 성벽을 공격할 준비가 되었습니다.
qstr_The_siege_tower_is_b|공성탑이 완성되었고 공격할 준비를 합니다.
qstr_The_battering_ram_is|충차가 완성되었고 공격할 준비를 합니다.
qstr_Your_men_are_buildin|당신의 부하들이 주변에 담장을 설치하고 있습니다.
qstr_Your_circunvallation|당신의 장애물이 준비되었습니다.
qstr_Your_forces_are_requ|당신의 부대원들은 배를 만들기 위해 징발되었습니다.
qstr_Your_fleet_is_at_the|당신의 함대는 항구 입구에 도달합니다.
qstr_>>Your_attempt_to_fi|>>당신의 내부협력자를 찾으려는 노력은 실패했습니다.
qstr_>>You_have_found_a_t|>>당신은 내부협력자를 찾는 것에 성공했습니다. 그는 도시를 함락시키는 것에 도움을 줄 것입니다.
qstr_>>You_ve_burned_the_|>>당신은 인근의 곡창을 불태웠습니다.
qstr_>>Your_men_are_burni|>>당신의 부하들은 근처의 곡창을 불태웠습니다.
qstr_>>Your_attempt_to_in|>>당신의 침투계획은 실패입니다.
qstr_>>Your_men_have_succ|>>당신의 부하들은 침투하여 도시방어에 피해를 주는데 성공했습니다.
qstr_>>Your_camp_smells_h|>>당신의 야영지는 냄새가 지독합니다. 땅은 너무 축축하고 쥐가 천막 사이를 돌아다니고 있습니다.
qstr_>>As_a_disciplined_a|>>부대 훈련을 마치고 당신의 부하들은 씻고 화장실을 이용했습니다. 이것은 질병의 발발을 막아줍니다.
qstr__You_need_to_have_more| 작업을 위해서 더 많은 사람이 필요합니다.
qstr__You_need_Block_Port| 당신은 항구를 먼저 막아야 합니다.
qstr_>>The_assault_equipm|>>점거 장비가 준비되었습니다, 부대원이 명령을 기다리고 있습니다.
qstr_>>You_look_at_{s4}._|>>당시은 {s4} 를 봅니다. 당신의 부하는 죽음으로 달려들 명령을 기다리고 있습니다. 근육은 긴장되고, 가슴은 뜨겁지만 머리는 차갑습니다^숨을 깊게 들이마십니다. '냄새가 나지않나?', 그가 물었습니다, '이건 영광의 향길세'. '짐작이 되는가?'.
qstr_>>The_steel_of_the_w|>>무구들은 반짞이고, 깃발은 나부끼며 나팔소리가 우렁찹니다. 누군가는 속삭이고, 누군가는 속삭이듯 기도하며 삶이 끝나기 전 마지막으로 신을 부르짖고 있습니다. 오직 두가지 길이 놓여있습니다: 승리 혹은 죽음.^ 전쟁 ... 전쟁은 변하지 않습니다.
qstr_>>Winter_is_the_wors|>>겨울은 전투를 하기에 가혹한 환경입니다, 그러나 {s4} 를 점령하는 것을 완수해야만 합니다. 많은 사람들은 당신이 무식하거나 미쳤다고 생각합니다. 그리고 아무도 모르고 있습니다. 당신이 언젠가 유라시아를 통일할 사람이라는 것을요.
qstr_>>It_s_summer_and_ho|>>찌는 더위, 아마도 정말 더울 것입니다. 그러나 이 순간, 당신은 아무것도 느끼지 못합니다. 언제나, 전장 앞에서는, 잠깐의 시간동안 과거의 모든일이 스쳐지나가곤 합니다... 그러나 생각을 끊고 전투를 준비합니다. 최악에 경우라도 죽을 수는 없으니까요.
qstr_>>Your_men_have_fini|>>당신의 부하들은 공성방패를 제작했습니다. 이제 그 장비로 당신의 공성 부대가 화살공격에 노출되는 것을 막을 수 있습니다.
qstr_As_a_last_defensive_|지키기 위한 마지막 노력에도 불구하고 당신은 지키고 있던 중앙 홀에서 후퇴하였습니다. 당신과 당신의 병사들은 앞으로 험난한 싸움에 놓이게 되었습니다. 여기서 만약 당신이 패배한다면 더 이상 물러설 곳이 없습니다.
qstr_You_ve_been_driven_a|당신이 성벽에서 밀려 났습니다.이제 적 부대가 거리로 밀려들 것입니다. 당신이 그들을 물리친다면, 아마도 형세가 바뀌어 오늘을 넘길 수 있을 것입니다.
qstr_You_ve_breached_the_|당신은 성벽을 돌파하였습니다, 하지만 거리에서 아직도 적들이 격렬하게 저항하고 있습니다! 도시 중앙부를 공격하기 위하여 당신은 그들을 물리쳐야 합니다.
qstr_The_town_centre_is_y|도시 중앙부는 당신이 점령하였습니다, 하지만 남은 적들이 성에서 아직 저항을 하고 있습니다. 당신이 승리를 완벽하게 쟁취하기 위해서는 그들을 처리해야 합니다.
qstr_The_remaining_defend|남은 수비군들이 마지막 방어선인 성으로 후퇴하였습니다. 당신은 성으로 진격하여 남은 저항병들을 쳐부숴야 합니다.
