str_yes|是 
str_comment_you_raided_my_village_unfriendly_spiteful|你 掠 夺 了 我 的 {s51}村 庄 ， 如 果 你 再 这 样 我 就 像 收 拾 鱼 那 样 捏 爆 你 的 鱼 泡 ！ 
str_comment_you_raided_my_village_friendly|你 掠 夺 了 我 的 {s51}村 庄 ， 彻 底 毁 掉 了 我 们 之 间 的 关 系 。 
str_comment_you_raided_my_village_default|你 掠 夺 了 我 的 {s51}村 庄 ， 如 果 你 再 这 样 ， 我 们 真 的 会 打 起 来 。 
str_comment_you_stole_cattles_from_my_village_enemy_benevolent|我 听 说 你 从 {s51}村 那 些 受 我 保 护 的 老 实 村 民 手 中 偷 走 了 不 少 牲 口 ， 现 在 是 你 为 你 的 罪 行 付 出 代 价 的 时 候 了 。 
str_comment_you_stole_cattles_from_my_village_enemy_spiteful|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 现 在 你 将 为 你 可 耻 的 行 为 付 出 代 价 ！ 
str_comment_you_stole_cattles_from_my_village_enemy_coldblooded|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 我 给 你 一 个 机 会 ， 让 你 弥 补 你 再 次 破 坏 我 的 收 入 的 愚 行 ！ 
str_comment_you_stole_cattles_from_my_village_enemy|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 现 在 你 将 为 你 可 耻 的 行 为 付 出 代 价 ！ 
str_comment_you_stole_cattles_from_my_village_unfriendly_spiteful|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 如 果 你 敢 再 烦 的 话 ， 我 发 誓 我 会 把 你 像 鱼 一 样 挂 起 来 ！ 
str_comment_you_stole_cattles_from_my_village_friendly|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 这 种 行 为 极 大 的 损 害 了 我 们 的 友 谊 。 
str_comment_you_stole_cattles_from_my_village_default|我 听 说 你 从 属 于 我 的 {s51}村 的 村 民 们 手 中 偷 走 了 不 少 牲 口 ， 如 果 你 不 停 止 这 种 行 径 ， 我 们 将 不 得 不 对 你 展 开 攻 击 。 
str_comment_you_robbed_my_village_enemy_coldblooded|你 在 我 的 {s51}村 庄 抢 夺 我 的 租 户 ， 我 认 为 这 是 对 我 个 人 的 侮 辱 。 
str_comment_you_robbed_my_village_enemy|你 竟 然 在 我 保 护 下 的 {s51}村 庄 屠 杀 无 辜 的 平 民 。 我 来 是 为 你 犯 下 的 严 重 罪 行 为 惩 罚 你 。 
str_comment_you_robbed_my_village_friendly_spiteful|我 听 说 你 在 我 的 {s51}村 庄 ， 抢 夺 我 租 户 的 口 粮 。 我 不 在 乎 让 你 拿 走 点 东 西 ， 但 是 记 住 ， 我 也 是 那 些 村 民 的 申 诉 对 象 。 
str_comment_you_robbed_my_village_friendly|我 听 说 你 在 我 的 {s51}村 庄 强 行 征 粮 。 我 相 信 如 果 不 是 迫 不 得 已 你 是 不 会 这 么 做 的 。 
str_comment_you_robbed_my_village_default|你 在 我 的 {s51}村 庄 强 行 征 粮 。 如 果 你 再 这 样 ， 我 们 真 的 会 打 起 来 。 
str_comment_you_accosted_my_caravan_enemy|你 竟 然 想 对 我 保 护 下 的 商 队 下 手 ， 看 来 你 的 盗 匪 生 涯 就 要 结 束 了 。 
str_comment_you_accosted_my_caravan_default|你 竟 然 想 对 我 保 护 下 的 商 队 下 手 ， 这 种 行 为 必 须 结 束 了 。 
str_comment_you_helped_villagers_benevolent|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 作 为 领 主 和 保 护 者 我 却 忽 略 了 自 己 的 责 任 ， 非 常 感 激 你 为 我 做 的 这 些 。 
str_comment_you_helped_villagers_friendly_cruel|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 我 想 你 的 意 图 是 好 的 ， 但 我 不 想 你 再 这 样 随 意 损 害 我 的 威 信 。 
str_comment_you_helped_villagers_friendly|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 我 不 反 对 你 对 他 们 提 供 帮 助 。 
str_comment_you_helped_villagers_unfriendly_spiteful|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 看 你 在 我 的 附 庸 民 中 间 赚 取 好 感 真 是 有 趣 ， 不 过 我 劝 你 还 是 去 忙 你 自 己 的 事 情 吧 。 
str_comment_you_helped_villagers_cruel|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 作 为 领 主 和 保 护 者 ， 那 些 是 我 的 责 任 。 世 道 艰 难 ， 我 也 认 为 你 的 意 图 是 好 的 ， 但 你 这 样 还 是 在 损 害 我 的 威 信 。 我 要 谢 谢 你 ， 并 请 你 别 管 他 们 。 
str_comment_you_helped_villagers_default|我 听 说 你 在 我 的 {s51}村 庄 行 善 。 世 道 艰 难 ， 我 也 认 为 你 的 意 图 是 好 的 ， 但 别 养 成 这 样 的 习 惯 。 作 为 领 主 和 保 护 者 ， 我 不 想 让 他 们 去 盼 望 一 个 陌 生 人 的 帮 助 。 
str_comment_you_give_castle_in_my_control|你 不 会 后 悔 决 定 把 {s51}封 给 我 。 我 会 替 你 保 护 它 。 
str_comment_you_captured_a_castle_allied_friendly|我 听 说 你 包 围 并 攻 下 了 {s51} 。 这 也 太 突 然 了 吧 ， 我 很 骄 傲 能 称 你 为 我 的 朋 友 。 
str_comment_you_captured_a_castle_allied_spiteful|我 听 说 你 包 围 并 攻 下 了 {s51} 。 干 得 好 ！ 很 快 ， 我 们 就 能 去 占 他 们 的 城 堡 ， 抢 他 们 的 财 宝 ， 还 有 他 们 的 女 人 和 酒 ……哈 哈 ！ 
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|我 听 说 你 包 围 并 攻 下 了 {s51} 。 你 一 定 交 上 了 狗 屎 运 ， 这 是 他 们 说 的 。 好 好 享 受 吧 ， 在 你 被 赶 出 来 之 前 。 
str_comment_you_captured_a_castle_allied_unfriendly|我 听 说 你 包 围 并 攻 下 了 {s51} 。 不 管 我 们 以 前 有 多 少 分 歧 ， 我 还 是 奉 上 我 的 祝 贺 。 
str_comment_you_captured_a_castle_allied|我 听 说 你 包 围 并 攻 下 了 {s51} 。 我 们 把 他 们 打 跑 了 ！ 
str_comment_you_captured_my_castle_enemy_spiteful|我 听 说 你 攻 陷 了 我 的 家 乡 {s51} 。 我 希 望 你 能 喜 欢 地 牢 ， 将 来 你 会 在 那 里 待 上 许 多 年 。 
str_comment_you_captured_my_castle_enemy_chivalrous|你 占 领 了 我 的 封 地 {s51} ， 希 望 你 能 给 我 机 会 赢 它 回 来 。 
str_comment_you_captured_my_castle_enemy|你 有 些 东 西 是 属 于 我 的 — — {s51} 。 我 会 让 你 放 弃 它 。 
str_comment_we_defeated_a_lord_unfriendly_spiteful|我 想 你 会 为 我 们 对 {s54}的 胜 利 干 一 杯 。 不 过 还 是 请 省 省 你 的 蜜 酒 — — 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧 。 
str_comment_we_defeated_a_lord_unfriendly|我 不 会 忘 记 当 初 我 们 如 何 并 肩 作 战 对 抗 {s54}的 ， 但 我 也 不 会 忘 记 那 些 存 在 于 我 们 之 间 的 过 节 。 
str_comment_we_defeated_a_lord_cruel|{s54}之 战 是 一 场 伟 大 的 胜 利 ， 对 吧 ？ 我 们 把 敌 人 的 部 队 变 成 了 一 场 乌 鸦 的 盛 宴 ！
str_comment_we_defeated_a_lord_quarrelsome|我 不 会 忘 记 我 们 是 如 何 攻 破 {s54}的 。 我 对 此 非 常 享 受 。 
str_comment_we_defeated_a_lord_upstanding|我 不 会 忘 记 我 们 对 {s54}的 胜 利 。 让 我 们 再 次 感 谢 上 帝 ， 并 且 祈 祷 我 们 不 会 变 得 太 骄 傲 。 
str_comment_we_defeated_a_lord_default|那 是 一 个 伟 大 的 胜 利 ， 不 是 吗 ？ 和 你 一 起 战 斗 我 感 到 很 荣 耀 。 
str_comment_we_fought_in_siege_unfriendly_spiteful|我 想 你 会 为 我 们 攻 下 {s51}干 一 杯 。 不 过 还 是 省 省 你 的 酒 — — 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧 。 
str_comment_we_fought_in_siege_unfriendly|我 不 会 忘 记 我 们 紧 密 合 作 暴 风 雨 般 的 席 卷 了 {s51} ， 不 过 ， 我 也 不 会 忘 记 我 们 之 间 存 在 的 过 节 。 
str_comment_we_fought_in_siege_cruel|我 不 会 忘 记 我 们 是 如 何 攻 破 {s51}的 城 墙 并 让 守 卫 者 都 倒 在 剑 下 的 。 这 是 个 美 好 的 回 忆 。 
str_comment_we_fought_in_siege_quarrelsome|记 得 敌 人 在 我 们 攻 下 {s51}的 城 墙 的 时 候 是 怎 么 尖 叫 的 吗 ？ 他 们 以 为 自 己 很 安 全 ！ 我 们 扇 去 了 他 们 脸 上 自 鸣 得 意 的 笑 容 ！ 
str_comment_we_fought_in_siege_upstanding|我 不 会 忘 记 我 们 攻 占 了 {s51} 。 让 我 们 再 次 感 谢 上 帝 ， 并 且 祈 祷 我 们 不 会 变 得 太 骄 傲 。 
str_comment_we_fought_in_siege_default|我 不 会 忘 记 我 们 紧 密 合 作 攻 占 了 {s51} 。 和 你 一 起 战 斗 我 感 到 荣 耀 。 
str_comment_we_fought_in_major_battle_unfriendly_spiteful|我 想 你 会 为 我 们 对 {s54}的 胜 利 干 一 杯 。 不 过 还 是 请 省 省 你 的 蜜 酒 — — 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧 。 
str_comment_we_fought_in_major_battle_unfriendly|我 想 你 会 为 我 们 在 {s51}附 近 的 伟 大 胜 利 干 杯 。 不 过 还 是 省 省 你 的 酒 — — 让 我 们 在 你 洗 净 前 耻 之 后 再 喝 吧 。 
str_comment_we_fought_in_major_battle_cruel|我 不 会 忘 记 在 {s51}附 近 的 伟 大 战 役 ， 当 我 们 攻 破 敌 人 的 防 线 之 后 他 们 尖 叫 着 在 我 们 面 前 溃 散 。 这 是 一 个 美 好 的 回 忆 。 
str_comment_we_fought_in_major_battle_quarrelsome|在 {s51}附 近 的 战 斗 很 棒 ， 我 们 把 那 些 混 蛋 赶 跑 了 ！
str_comment_we_fought_in_major_battle_upstanding|我 不 会 忘 记 在 {s51}附 近 的 伟 大 战 役 中 我 们 并 肩 战 斗 。
str_comment_we_fought_in_major_battle_default|我 不 会 忘 记 在 {s51}附 近 的 伟 大 战 役 中 我 们 并 肩 战 斗 。 和 你 一 起 战 斗 我 感 到 荣 耀 。 
str_comment_you_defeated_a_lord_allied_liege|这 么 说 ， 你 和 那 个 流 氓 {s54}交 锋 并 获 得 了 胜 利 。 我 非 常 高 兴 听 到 这 个 消 息 。 
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|我 听 说 你 击 败 了 {s54} 。 我 估 计 是 走 了 狗 屎 运 。 
str_comment_you_defeated_a_lord_allied_spiteful|我 听 说 过 你 击 败 了 狗 娘 养 的 {s54} 。 啊 ， 我 要 是 能 亲 耳 听 到 他 求 饶 就 好 了 。 
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|我 听 说 你 击 败 了 {s54} 。 我 希 望 你 没 有 使 用 卑 鄙 的 手 段 。 
str_comment_you_defeated_a_lord_allied||我 听 说 你 击 败 了 {s54} 。 我 希 望 你 对 胜 利 感 到 高 兴 
str_comment_you_defeated_me_enemy_chivalrous|我 不 会 愤 恨 上 次 你 击 败 了 我 ， 但 是 我 渴 望 下 一 次 交 手 ！ 
str_comment_you_defeated_me_enemy_spiteful|我 正 期 待 与 你 再 次 交 手 。 你 的 小 诡 计 不 会 再 让 我 上 当 了 ， 我 将 很 享 受 你 求 饶 的 哭 喊 ！ 
str_comment_you_defeated_me_enemy|当 我 们 上 次 遇 到 的 时 候 ， {playername} ， 你 比 我 强 。 但 是 我 保 证 再 也 不 会 出 现 那 种 事 了 ！ 
str_comment_i_defeated_you_enemy_spiteful|还 没 打 够 ？ 那 让 我 们 再 干 一 仗 ， 我 会 用 你 的 肠 子 喂 狗 。
str_comment_i_defeated_you_enemy_chivalrous|让 我 再 试 试 你 有 多 勇 猛 ， {playername} ？ 
str_comment_i_defeated_you_enemy_benevolent|你 这 么 快 又 来 了 ？ 你 在 家 练 习 了 么 ？ 
str_comment_i_defeated_you_enemy_coldblooded|你 很 坚 持 不 懈 ， 但 是 很 讨 厌 。 
str_comment_i_defeated_you_enemy|要 我 教 训 你 多 少 次 你 才 能 学 会 走 远 点 ？ 
str_comment_we_were_defeated_unfriendly_spiteful|最 后 看 到 你 的 时 候 ， 你 已 经 被 {s54}的 人 打 倒 了 。 我 认 为 你 应 该 对 那 个 灾 难 负 责 。 看 到 你 还 活 着 真 是 太 遗 憾 了 。 
str_comment_we_were_defeated_unfriendly|最 后 看 到 你 的 时 候 ， 你 已 经 被 {s54}的 人 打 倒 了 。 好 吧 ， 我 发 现 你 还 活 着 。 
str_comment_we_were_defeated_cruel|最 后 看 到 你 的 时 候 ， 你 已 经 被 {s54}的 人 打 倒 了 。 不 用 担 心 — — 我 们 会 找 到 他 ， 然 后 让 他 被 自 己 的 胜 利 噎 死 。 
str_comment_we_were_defeated_default|最 后 看 到 你 的 时 候 ， 你 已 经 被 {s54}的 人 打 倒 了 。 很 高 兴 看 到 你 还 活 得 好 好 的 。 
str_comment_you_were_defeated_allied_friendly_spiteful|我 听 说 {s54}让 你 很 难 过 。 不 用 担 心 ， 朋 友 — — 我 会 为 你 找 到 他 ， 并 把 他 的 头 送 给 你 作 礼 物 。 
str_comment_you_were_defeated_allied_unfriendly_cruel|我 听 说 {s54}嘲 笑 你 的 人 都 象 绵 羊 。 但 是 你 还 活 生 生 的 站 在 这 里 ， 真 是 让 人 失 望 ！ 
str_comment_you_were_defeated_allied_spiteful|我 听 说 {s54}就 像 踩 蚂 蚁 一 样 将 你 踩 在 了 脚 下 。 哈 ！ 小 孩 子 不 应 该 玩 阁 下 的 游 戏 ， 小 {reg59?姑 娘 :伙 子 } ！ 
str_comment_you_were_defeated_allied_pitiless|我 听 说 {s54}打 败 了 你 ， 击 溃 了 你 的 军 队 。 真 让 人 沮 丧 …… 
str_comment_you_were_defeated_allied_unfriendly_upstanding|我 听 说 {s54}打 败 了 你 。 也 许 你 应 该 考 虑 一 下 是 否 忏 悔 过 自 己 的 任 何 罪 过 ， 这 可 能 是 上 天 在 用 这 种 方 式 来 惩 罚 你 。 
str_comment_you_were_defeated_allied_unfriendly|我 听 说 {s54}打 败 了 你 ， 我 说 ， 不 要 让 我 们 太 多 的 兵 被 干 掉 ， 好 不 好 ？ 
str_comment_you_were_defeated_allied|我 听 说 {s54}打 败 了 你 。 但 是 放 宽 心 — — 很 快 就 要 时 来 运 转 了 ！ 
str_comment_you_helped_my_ally_unfriendly_chivalrous|我 听 说 你 从 一 场 很 危 急 的 战 斗 中 解 救 了 {s54} 。 不 管 我 怎 么 看 你 这 个 人 ， 我 至 少 很 赞 赏 你 做 到 了 这 个 。 
str_comment_you_helped_my_ally_liege|我 听 说 你 很 危 急 的 时 候 解 救 了 我 的 下 属 。 
str_comment_you_helped_my_ally_unfriendly_spiteful|我 听 说 你 拍 马 赶 来 救 了 我 们 可 怜 的 {s54} 。 你 是 不 是 认 为 他 是 一 个 悲 惨 的 女 人 ？ 别 担 心 — — 这 不 是 什 么 了 不 起 的 错 误 。 
str_comment_you_helped_my_ally_spiteful|我 听 说 你 把 {s54}从 鞭 打 中 解 救 了 出 来 。 你 本 来 应 该 让 他 得 到 教 训 ， 我 看 。 
str_comment_you_helped_my_ally_chivalrous|我 听 说 你 在 紧 要 关 头 把 {s54}救 了 出 来 。 这 真 是 君 子 之 风 。 
str_comment_you_helped_my_ally_default|我 听 说 你 在 紧 要 关 头 把 {s54}救 了 出 来 。 干 的 漂 亮 ！ 
str_comment_you_abandoned_us_unfriendly_spiteful|你 这 个 卑 鄙 的 家 伙 ！ 你 让 我 们 单 独 抵 抗 {s54} ， 是 不 是 ？ 我 唾 弃 你 。 
str_comment_you_abandoned_us_unfriendly_pitiless|恩 …… 你 在 战 斗 中 把 我 抛 弃 给 {s54} ， 是 不 是 ？ 我 将 看 到 你 的 墓 碑 上 写 着 叛 国 者 。 
str_comment_you_abandoned_us_spiteful|你 在 和 {s54}的 战 斗 中 消 失 了 …… 我 希 望 你 有 一 个 好 的 解 释 。 是 不 是 你 的 肠 胃 有 了 情 况 ？ 是 否 因 为 颤 抖 得 太 厉 害 拿 不 住 武 器 了 ？ 
str_comment_you_abandoned_us_chivalrous|发 生 什 么 事 了 ？ 你 在 对 {s54}的 战 斗 中 失 踪 了 。 我 只 能 希 望 是 你 受 重 伤 倒 下 了 ， 因 为 我 会 为 和 胆 小 鬼 一 起 战 斗 而 感 到 羞 愧 。 
str_comment_you_abandoned_us_benefitofdoubt|发 生 什 么 事 了 ？ 你 在 对 {s54}的 战 斗 中 失 踪 了 。 我 估 计 你 一 定 是 受 伤 了 ， 但 是 现 在 看 起 来 很 可 疑 。 
str_comment_you_abandoned_us_default|发 生 什 么 事 了 ？ 刚 刚 你 还 和 我 们 一 起 与 {s54}战 斗 ， 一 会 功 夫 就 找 不 到 你 了 ？ 
str_comment_you_ran_from_me_enemy_spiteful|上 次 我 们 遇 到 的 时 候 ， 你 象 一 条 挨 了 鞭 子 的 狗 从 我 这 里 逃 走 了 。 你 现 在 来 是 再 次 向 我 咆 哮 ， 还 是 请 求 宽 恕 ？ 
str_comment_you_ran_from_me_enemy_chivalrous|上 次 我 们 遇 到 的 时 候 ， 你 逃 跑 了 ， 要 象 个 绅 士 一 样 不 屈 的 战 斗 ！ 
str_comment_you_ran_from_me_enemy_benevolent|当 上 次 我 们 遇 到 的 时 候 看 到 你 逃 跑 ， 我 就 希 望 不 再 与 你 战 斗 。 
str_comment_you_ran_from_me_enemy_coldblooded|上 次 我 们 遇 到 的 时 候 ， 你 逃 跑 了 。 这 是 个 英 明 的 决 定 。 
str_comment_you_ran_from_me_enemy|上 次 我 们 遇 到 的 时 候 你 能 够 逃 走 ， 但 是 下 次 我 怀 疑 你 还 能 那 么 走 运 么 。 
str_comment_you_ran_from_foe_allied_chivalrous|他 们 说 你 从 {s54}那 里 逃 跑 了 ， 把 你 的 部 下 留 在 后 面 。 我 希 望 这 不 是 真 的 ， 因 为 这 种 行 为 让 我 们 大 家 蒙 羞 。 
str_comment_you_ran_from_foe_allied_upstanding|他 们 说 你 从 {s54}那 里 逃 跑 了 ， 把 你 的 部 下 留 在 后 面 。 我 一 般 是 不 相 信 这 些 谣 言 的 ， 并 且 我 也 知 道 让 人 绝 望 的 困 境 产 生 让 人 绝 望 的 压 力 。 但 是 我 请 求 你 还 是 要 注 意 你 的 好 名 誉 ， 因 为 如 果 民 众 听 到 我 们 在 战 场 上 抛 弃 他 们 ， 他 们 就 不 会 为 我 军 而 战 。 
str_comment_you_ran_from_foe_allied_spiteful|顺 便 说 一 下 ， 他 们 说 你 从 {s54}那 里 象 受 惊 的 小 兔 子 一 样 逃 走 了 ， 丢 下 你 的 部 下 被 屠 宰 。 哈 ！ 多 么 壮 观 的 场 面 ！ 
str_comment_you_defeated_my_friend_enemy_pragmatic|你 也 许 可 以 打 败 {s54} ， 但 是 你 不 可 能 打 败 我 们 所 有 人 。 
str_comment_you_defeated_my_friend_enemy_chivalrous|我 听 说 你 打 败 了 {s54} ， 从 那 时 候 起 他 就 渴 望 与 你 再 次 交 锋 。 
str_comment_you_defeated_my_friend_enemy_spiteful|你 有 点 名 过 其 实 ， {playername} 。 {s54}也 许 败 在 你 的 花 招 之 下 ， 但 是 如 果 你 跟 我 打 ， 你 将 发 现 我 是 一 个 更 加 难 对 付 的 对 手 。 
str_comment_you_defeated_my_friend_enemy|听 说 你 打 败 了 {s54} 。 而 我 将 会 真 正 测 试 你 的 能 力 。 
str_comment_you_captured_a_lord_allied_friendly_spiteful|我 听 说 你 抓 住 {s54}了 。 我 希 望 你 能 从 他 身 上 挤 出 每 一 个 子 儿 。 
str_comment_you_captured_a_lord_allied_unfriendly_spiteful|我 听 说 你 抓 住 {s54}了 。 你 的 箱 子 里 现 在 一 定 装 满 了 赎 金 。 但 是 很 可 惜 钱 不 能 使 你 从 一 个 低 贱 的 野 狗 变 成 绅 士 的 ！ 
str_comment_you_captured_a_lord_allied_chivalrous|我 听 说 你 抓 住 {s54}了 。 干 得 不 错 ， 当 然 我 认 为 ， 他 现 在 应 该 受 到 了 与 他 身 份 相 称 的 待 遇 。 
str_comment_you_captured_a_lord_allied|我 听 说 你 抓 住 {s54}了 。 干 得 不 错 ， 他 的 赎 金 一 定 很 丰 厚 。 
str_comment_you_let_go_a_lord_allied_chivalrous|我 听 说 你 抓 住 {s54}了 ， 但 是 你 把 他 放 走 了 。 这 样 的 骑 士 精 神 对 我 来 说 是 一 种 荣 誉 。 
str_comment_you_let_go_a_lord_allied_upstanding|我 听 说 你 抓 住 {s54}了 ， 但 是 你 把 他 放 走 了 。 很 好 ， 这 是 一 个 光 荣 的 做 法 ， 但 是 同 时 也 可 能 是 一 种 危 险 的 做 法 。 
str_comment_you_let_go_a_lord_allied_coldblooded|我 听 说 你 抓 住 {s54}了 ， 但 是 你 把 他 放 走 了 。 对 你 来 说 ， 这 是 一 件 富 有 骑 士 精 神 的 做 法 ， 但 是 骑 士 精 神 赢 不 了 战 争 。 
str_comment_you_let_go_a_lord_allied_unfriendly_spiteful|我 听 说 你 抓 住 {s54}了 ， 但 是 你 把 他 放 走 了 。 你 是 多 么 富 有 骑 士 精 神 啊 ！ 不 用 怀 疑 他 遗 留 在 家 的 孤 儿 寡 妇 一 定 想 来 亲 自 称 赞 你 。 
str_comment_you_let_go_a_lord_allied|我 听 说 你 抓 住 {s54}了 ， 但 是 你 把 他 放 走 了 。 我 不 会 干 涉 你 会 怎 样 处 理 你 自 己 的 俘 虏 。 
str_comment_you_let_me_go_spiteful|我 们 上 次 遇 到 的 时 候 ， 你 对 我 很 仁 慈 ， 并 放 我 走 了 。 我 希 望 你 喜 欢 跟 我 玩 类 似 猫 捉 老 鼠 的 游 戏 ， 因 为 很 快 我 将 让 你 乞 求 我 的 仁 慈 ， 杀 死 或 者 羞 辱 都 由 我 的 想 法 决 定 。 
str_comment_you_let_me_go_enemy_chivalrous|我 们 上 次 遇 到 的 时 候 ， 你 对 我 很 仁 慈 ， 并 放 我 走 了 。 你 太 有 骑 士 精 神 了 ， 我 不 会 忘 记 你 的 。 但 是 我 同 时 也 必 须 牢 记 我 对 我 的 君 主 发 过 的 誓 言 ， 而 且 我 们 的 国 家 还 在 交 战 中 。 
str_comment_you_let_me_go_enemy_coldblooded|我 们 上 次 遇 到 的 时 候 ， 你 对 我 很 仁 慈 ， 并 放 我 走 了 。 但 是 我 们 仍 然 是 敌 人 ， 我 不 会 以 同 样 的 方 式 对 你 仁 慈 的 。 
str_comment_you_let_me_go_enemy|我 们 上 次 遇 到 的 时 候 ， 你 对 我 很 仁 慈 ， 并 放 我 走 了 。 你 很 仁 慈 ， 但 是 我 们 仍 然 在 交 战 中 。 
str_comment_you_let_me_go_default|我 们 上 次 遇 到 的 时 候 ， 你 对 我 很 仁 慈 ， 并 放 我 走 了 。 你 很 仁 慈 ， 而 且 我 很 高 兴 我 们 的 国 家 不 再 交 战 了 。 
str_comment_pledged_allegiance_allied_martial_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 祈 祷 你 不 会 表 现 出 懦 弱 的 样 子 而 使 我 们 都 感 到 丢 脸 。 
str_comment_pledged_allegiance_allied_martial|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 我 一 直 都 想 和 你 并 肩 对 抗 我 们 的 敌 人 。 
str_comment_pledged_allegiance_allied_quarrelsome_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 呸 ！ 你 就 自 重 吧 ， 离 我 远 点 。 
str_comment_pledged_allegiance_allied_quarrelsome|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 努 力 和 我 们 的 敌 人 战 斗 ， 尊 敬 你 的 前 辈 ， 而 且 不 要 妨 碍 我 。 这 样 我 们 就 能 和 谐 相 处 了 。 
str_comment_pledged_allegiance_allied_selfrighteous_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 如 果 我 是 他 ， 我 就 不 会 信 任 你 能 当 好 火 头 军 。 
str_comment_pledged_allegiance_allied_selfrighteous|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 勇 敢 地 战 斗 ， 你 将 会 获 得 更 多 的 报 酬 。 背 叛 我 们 的 话 ， 我 们 会 一 辈 子 记 仇 的 。 
str_comment_pledged_allegiance_allied_cunning_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 我 不 会 假 意 地 对 他 的 决 定 表 示 高 兴 ， 但 是 也 许 让 你 加 入 我 们 的 阵 营 比 加 入 别 的 好 多 了 。 
str_comment_pledged_allegiance_allied_cunning|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 太 好 了 ， 在 这 个 动 乱 的 年 代 ， 你 这 样 的 能 干 的 战 士 越 多 越 好 。 我 将 看 着 你 成 长 。 
str_comment_pledged_allegiance_allied_debauched_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 不 用 怀 疑 ， 你 很 快 就 会 背 叛 他 ， 而 我 很 乐 意 看 到 你 受 到 叛 国 者 应 该 受 到 的 下 场 。 
str_comment_pledged_allegiance_allied_debauched|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 非 常 棒 ……我 确 信 你 和 我 将 会 成 为 很 好 的 朋 友 。 但 记 住 ， 如 果 你 出 卖 我 们 ， 这 将 是 你 犯 的 最 大 的 错 误 。 
str_comment_pledged_allegiance_allied_goodnatured_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 好 吧 ， 我 不 能 说 我 将 信 任 你 ， 但 是 也 许 在 没 有 确 实 证 据 之 前 是 这 样 。 
str_comment_pledged_allegiance_allied_goodnatured|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 我 们 的 国 王 是 一 个 高 尚 的 人 ， 他 会 慷 慨 仁 慈 地 奖 励 忠 心 且 英 勇 的 人 。 
str_comment_pledged_allegiance_allied_upstanding_unfriendly|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 唉 ， 自 从 我 认 识 你 开 始 ， 我 就 担 心 你 给 我 们 丢 脸 ， 但 是 我 希 望 你 能 证 明 我 是 错 的 。 
str_comment_pledged_allegiance_allied_upstanding|我 听 说 你 已 经 发 誓 效 忠 我 们 的 国 王 {s54}了 。 勇 敢 地 和 我 们 的 敌 人 战 斗 ， 但 是 也 要 保 持 荣 誉 和 怜 悯 。 一 个 好 的 名 声 对 于 部 队 来 说 就 像 利 刃 和 千 里 马 那 样 有 价 值 。 
str_comment_our_king_granted_you_a_fief_allied_friendly_cruel|我 听 说 {s54}把 {s51}封 给 你 了 。 不 要 忘 记 ， 不 要 鞭 打 和 搜 刮 这 些 农 民 
str_comment_our_king_granted_you_a_fief_allied_friendly_cynical|我 听 说 {s54}把 {s51}封 给 你 了 。 我 很 高 兴 看 到 你 的 繁 荣 ， 但 要 当 心 。 人 心 险 恶 ， 嫉 妒 和 贪 婪 是 财 富 的 左 右 邻 居 。 和 我 靠 近 些 ， 我 会 给 你 支 援 。 
str_comment_our_king_granted_you_a_fief_allied_friendly|我 听 说 {s54}把 {s51}封 给 你 了 。 希 望 你 的 新 封 地 变 得 繁 荣 起 来 。 
