str_no_string|NO STRING!
str_battle_won_unfriendly_pitiless|사자가 사냥해 놓은 것을 찾아다니는 자칼처럼 여기 왔군. 그러시다면, 거기서 계속 승리를 자축하시는것을 방해 하진 않겠소.
str_battle_won_unfriendly_cunning|{playername}... 흠, 뭐, 그대의 도움이 꼭 나쁠건 또 없더군. 허나 굳이 그대를 보는게 좋은 척 하진 않겠소.
str_battle_won_unfriendly_sadistic|비켜라! 이 까마귀 자식! 이번 승전의 영광은 네놈이 아무리 훔쳐가려 노력해도 나의 것이다.
str_battle_won_unfriendly_goodnatured|오, 그대로군. {playername}.  글쎄, 일단은 감사의 뜻을 표하오.
str_battle_won_unfriendly_upstanding|그대의 도움에 감사의 뜻을 표하오. 허나 내 그대에게 경솔한 말을 내뱉기 전에 이만 물러나도록 하겠소.
str_troop_train_request_default|그들을 진짜 병사로 만들어 왔군요. 저는 당신과 같은 사람이 필요합니다.
str_troop_train_request_martial|그들은 그들에게 용맹이 무었인지를 보여줄 수 있는 사람이 필요합니다.
str_troop_train_request_quarrelsome|뚱뚱하고 게으른 녀석들. 지금 현재 그들의 상태는 전혀 가치가 없습니다.
str_troop_train_request_pitiless|그들이 저보다는 적을 더 무서워하는군요. 그점은 더더욱 용납할 수 없습니다.
str_troop_train_request_cunning|남자는 불 속에서 수차례 담금질이 되는 강철처럼 다루어져야 합니다.
str_troop_train_request_sadistic|저는 겁쟁이들에게 용기를 불어넣어 줄 수 있는 누군가가 필요합니다. 아니면 그들을 죽여버려야지요.
str_troop_train_request_goodnatured|그들은 상당히 좋은 청년들입니다. 하지만 그들이 아직 전투를 수행할 준비가 안된거 같아 걱정되는 군요.
str_troop_train_request_upstanding|현 상태에서 그들을 이끌고 전투에 나간다는 것은, 그들을 살해하는것과 동일한 결과를 가져올 것입니다. 부탁이니 그들을 한번 봐 주시길 바랍니다.
str_unprovoked_attack_default|뭔가? 당신은 우릴 왜 공격하나? 당신이 망나니인지, 말해보시오!
str_unprovoked_attack_martial|나는 무기들을 시험하는데 반대할 이유는 없지, 그런데 그대가 무슨 이유로 우리를 공격하는지 물어봐도 되겠나?
str_unprovoked_attack_quarrelsome|당신은 큰 실수를 하는 거요, {친구/친구}. 무얼 어떻게 할 생각이오?
str_unprovoked_attack_pitiless|진심이오? 만약 당신이 오늘 진정 죽고 싶다면, 나는 당신을 좀더 기쁘게 해줄수 있지, 그러나 나는 당신이 무엇을 이루고자 하는지 궁금하군.
str_unprovoked_attack_cunning|정말이요? 나는 당신의 행동은 가장 어리석다고 생각되오. 이렇게 해서 무엇을 얻기를 바라오?
str_unprovoked_attack_sadistic|이게 뭔가? 그대는 그대의 눈을 뽑아 버리는걸 즐기나?
str_unprovoked_attack_goodnatured|왜 이렇게 하시오? 우리는 어떤 앙금도 없지 않소, {경/마담}.
str_unprovoked_attack_upstanding|나는 이것이 정당하지 못한 공격이라고 생각하고 있소, 그리고 당신의 왕에게 항의할 것이오. 왜 이런 짓을 하오?
str_unnecessary_attack_default|나는 당신을 제거하는데 주저하지 않을 것입니다. 하지만 기회를 드리지요. 당장 도망가는 것이 당신의 신상에 좋을 것입니다.
str_unnecessary_attack_martial|당신의 도전을 간절히 바라고 있었습니다. {경/부인}, 하지만 당신이 다시 생각해 볼 수 있게 몇분정도 시간을 드리지요.
str_unnecessary_attack_quarrelsome|뭐야! 오늘은 넌센스나 즐기려는 기분이 아니거든... 이제 그만 꺼지시지.
str_unnecessary_attack_pitiless|사실은 내가 지금 아주 자비로운 마음이 들고 있는데.. 지금 말은 안 들은 것으로 해드리지요.
str_unnecessary_attack_cunning|저를 적으로 삼아서는 당신에게 희망이 없을 겁니다. 당신이 지금 한 말을 다시 생각해 보시지 않는 한 말이지요.
str_unnecessary_attack_sadistic|당신 따위에게 허비할 시간은 없습니다. 길을 비키시고.. 당신의 쥐구멍으로나 기어가시지요.
str_unnecessary_attack_goodnatured|당신이 이 전투를 통해 무엇을 얻을 수 있을지.. 모르겠군요. {경/부인}, 당장 떠나시지요. 그리고 다른날 살아서 다시 봅시다.
str_unnecessary_attack_upstanding|당신이 저와 싸우길 원하신다면,  {경/부인}, 거부하지 않겠습니다. 하지만 저는 아직도, 당신에게 이 상황을 평화롭게 종결할 수 있는 기회를 드리고 싶군요.
str_lord_challenged_default|그 바램대로. 죽을 준비나 해라!
str_lord_challenged_martial|그러시겠지요. 네 자신은 스스로 지켜라!
str_lord_challenged_quarrelsome|이런 무례하고 버릇 없는 애송이가! 나는 네 놈의 군대를 전멸 시켜버리겠다!
str_lord_challenged_pitiless|당신이 그렇게 죽는게 소원이라면, 더 이상 선택의 여지가 없지.
str_lord_challenged_cunning|음, 당신에게 선택에 여지가 없다면...
str_lord_challenged_sadistic|어디서 감히 더러운 입을 놀리느냐!! 네 놈이 태어난 걸 후회하게 해주겠다.
str_lord_challenged_goodnatured|좋소. 나는 우리가 충돌을 피하길 바랬지만, 달리 선택의 여지가 없는 것 같군.
str_lord_challenged_upstanding|그러지. 그대에게 분별력이 없음은 나를 슬프게 하는군.
str_lord_mission_failed_default|그렇군, 난 실망했소만 당신이 스스로의 실수를 만회할 많은 기회를 가질 수 있을거라 확신하오.
str_lord_mission_failed_martial|당신이 착수한 임무에 실패한것은 명예스럽지 못한 일이오, 그러나 그에 대한 당신의 사과를 받아들이겠소.
str_lord_mission_failed_quarrelsome|쳇. 실패했다구요? 당신의 능력만큼만 기대했었어야 했는데....
str_lord_mission_failed_pitiless|그래. 실패했다고? 당신이 날 실망시키는군. 당신에게 맡긴건 가장 현명하지 못한 처사였어.
str_lord_mission_failed_cunning|그래요, 실망되는군요, 하지만 어떤 사람도 그의 앞길에 행운의 바람이 항상 불어올거라고는 장담못하지요.
str_lord_mission_failed_sadistic|그래? 나를 실망시킨 놈들이 그것에 언제나 후회하며 살지만은 않더군.
str_lord_mission_failed_goodnatured|괜찮네, 그건 어려운 일이였지, 어쨌든. 노력해준건 고맙네.
str_lord_mission_failed_upstanding|괜찮네. 난 자네가 최선을 다했을 것임을믿네. 
str_lord_follow_refusal_default|자네를 따르라고? 자네 주제를 망각한 모양이군.
str_lord_follow_refusal_martial|자네 스스로 용맹과 명예를 증명할 수 있는 날이 온다면, 그때 자네를 따르겠네. 그렇지만 지금은 아니야.
str_lord_follow_refusal_quarrelsome|자네처럼 남을 따라다니라고? 그럴 수 없지.
str_lord_follow_refusal_pitiless|나와 같은 영주는 자네처럼 남을 따라다니지 않아
str_lord_follow_refusal_cunning|먼저 자네가 나를 재앙으로 끌고 갈 사람이 아니라는 것을 보여준다면, 자네를 따를 수도 있겠지.
str_lord_follow_refusal_sadistic|거절하겠네. 그보다 자네가 채찍맞는 똥개가 주인을 따르는 것처럼 나를 따라다녀야 할 거야.
str_lord_follow_refusal_goodnatured|음... 지금 급한 용무가 있어서.. 나중에 할 일이던가...
str_lord_follow_refusal_upstanding|우선 자네가 남을 이끌만한 자격이 되는지 보여준다면 자네를 따르도록 하지.
str_lord_insult_default|천한 불량배
str_lord_insult_martial|불명예스러운 악당
str_lord_insult_quarrelsome|추잡스러운 자식
str_lord_insult_pitiless|미천한 비렁뱅이
str_lord_insult_cunning|서투른 멍청이
str_lord_insult_sadistic|애처로운 겁쟁이
str_lord_insult_goodnatured|불쾌한 녀석
str_lord_insult_upstanding|수치스러운 깡패
str_lord_derogatory_default|천하고 비열한
str_lord_derogatory_martial|고집센
str_lord_derogatory_quarrelsome|시비조에다 불화를 일으키는
str_lord_derogatory_pitiless|잔혹한, 폭군같은
str_lord_derogatory_cunning|악랄하고 사기꾼같은
str_lord_derogatory_sadistic|비열하고 불명예스러운
str_lord_derogatory_goodnatured|어찌할도리 없이 고지식한
str_lord_derogatory_upstanding|완고하고 경건한 체하는
str_lord_derogatory_result|우리를 파멸로 이끄는
str_lord_derogatory_martial_action|검토나 계획없이 적을 공격한다면 자네의 병사들의 목숨을 버리게 될 것이오.
str_lord_derogatory_quarrelsome_action|다른 영주들에게 시비를 걸면 우리는 분열되고 약해질 것이오.
str_lord_derogatory_pitiles_action|평민들을 멀리하면, 반란과 폭동을 자극하게 될 것이오.
str_lord_derogatory_cunning_action|등 뒤에 있는 적과는 협정을 맺으시오.
str_lord_derogatory_sadistic_action|우리 대의명분과 왕국에 수치를 안긴다오.
str_lord_derogatory_goodnatured_action|적들과 싸우기보다는 불쌍히 여기시오.
str_lord_derogatory_upstanding_action|왕국에 필요한 이상으로 자네의 과장된 명예에 대한 분별력을 가지게
str_rebellion_dilemma_default|[liege]
str_rebellion_dilemma_martial|{s45}는 명백히 잘못되었어. 내가 {s46}에게 맹세를 했지만, 그가 왕위를 불법으로 찬탈하였다면 그를 섬기지 않아도 돼. 
str_rebellion_dilemma_quarrelsome|음... {s46}은(는) 나를 챙겨준 적이 없어. 그래서 그에게 빚진 것도 없지. 그렇지만 {s45}은(는) 더이상 나아질 것이 없지만, {s46}은(는) 최소한 자기 스스로를 증명해 왔었지
str_rebellion_dilemma_pitiless|음... {s45}는 {reg3?그녀:그}가 정당한 왕위 후계자다고 말했지. 좋아 -- {s46}에 충성하는 것을 용서하소서.. 그래도 결정은 신중하게 해야해.
str_rebellion_dilemma_cunning|흠... 나는 {s46}에게 신하의 맹세를 했네, 하지만 아직 우리의 평민들처럼 그들의 맹세에 의해 강력하게 묶여있지는 않지. 우리의 임무는 우리의 능력을 통치와 질서를 유지하고 무엇보다도 전쟁을 막는 것이네.
str_rebellion_dilemma_sadistic|음.. 이 비열한 세상에서, 지혜로운 사람은 아무도 생각하려 하지 않더라도 스스로 생각해야하네 그래서 -- 나를 위해서는 뭐가 있지?
str_rebellion_dilemma_goodnatured|뭐라고 말해야 할지 모르겠네. 나는 {s46}을 정당한 통치자로써 맹세를 했네. 하지만 그거 정당한 통치자가 아니라면 내가 계속 모셔야 하는지 모르겠군
str_rebellion_dilemma_upstanding|이거 골치 아프군 {s46}에 대한 내 충성이 무효라고 선언하고, 내 영지를 무정부 상태로부터 지키는 계약을 취소하는 것은 쉽지 않은 일이야. 하지만 나는 정당한 후계자를 후원하기로도 맹세했고 {s45} 역시 정당한 왕위에 대한 요구권이 있어
str_rebellion_dilemma_2_default|[liege]
str_rebellion_dilemma_2_martial|다른 한편으로, {s46}는 우리를 전쟁과 평화로 이끌었지. 그리고 내 충성을 단념하기 매우 싫어.
str_rebellion_dilemma_2_quarrelsome|내가 왜 잘 아는 놈을 버리고 모르는 편에 서야 하는지 말해보시지?
str_rebellion_dilemma_2_pitiless|누구 편에 서서 누구를 이땅의 통치자로 만들어야 하는지 되묻는 것은 엄청난 모험을 걸어야 하는 일이야. 하지만 내가 그동안 해왔던 것처럼 내 몫으로 현상금을 받아올 기회이기도 하지.
str_rebellion_dilemma_2_cunning|{{s46}는 그동안 도전받아 왔고, 권위에 대한 논란이 없는 사람보다는 강력하게 통지할 수는 없을 것이야. 하지만 {s45}가 힘으로 왕좌를 빼앗는다면, 평화롭게 왕위를 물려받은 사람만큼 강력할 수도 없을꺼야.
str_rebellion_dilemma_2_sadistic|아마 내가 아직은 약한 {s45} 편에 선다면 {reg3?그녀:그}는 나를 부자로 만들어 줄거야. 하지만 {s46}에게 네 목을 가져간다면 나에게 커다란 포상을 내리겠지.
str_rebellion_dilemma_2_goodnatured|{s46}는 언제나 나를 예의바르게 대해왔지 하지만 그가 {s45}에게 잘못한 것도 사실이야. {s46}에 대한 충성을 저버리는 것이 망설여지지만, 부정을 지원하는 것도 옳지 않다고 생각하네.
str_rebellion_dilemma_2_upstanding|내전과 적의 침략으로 왕국이 황폐해지는 것을 막기 위해 무슨 일이든 해야한다고 느끼네.
str_political_philosophy_martial|나의 검은 내 정당한 군주가 그의 의무를 유지하는 한 그의 처분에 따르네.
str_political_philosophy_quarrelsome|헹, 모두들 한덩어리의 개자식들이지. 내게 잘못한 놈은 후회하게 만들거야.
str_political_philosophy_pitiless|사람들은 언제나 다른 사람들의 정당한 몫을 속이고 빼앗으려 하지. 이 믿을수 없는 세상에서는 개개인 모두가 자신의 권리를 부단히 지켜야 한다네. 
str_political_philosophy_cunning|음, 아주 거친 세상이지. 그리고 우리는 수많은 거친 선택에 마주하게 되지. 때론 평화를 위해 폭군을 모셔야하기도 하고, 때로는 약간의 폭동이 성실한 왕을 만들지. 결국 주위의 환경이 결정하네.
str_political_philosophy_sadistic|내 철학은 단순해 : 양이 되기 보다는 늑대가 되자는 것이지
str_political_philosophy_goodnatured|좋아, 자네는 자신이 한 약속에 신뢰를 지켜야하고, 남에게 부당하게 굴어선 안되네. 가끔 이 둘의 조화를 이루는건 어렵지. 자네가 믿는 사람에게 최선을 다하게. 그건 잘못되기 힘들지.
str_political_philosophy_upstanding|왕의 지배와 영주의 지배는 무엇보다도 평화를 지키고 전쟁을 막기 위해서 만들어져 왔지, 하지만 그것이 부당할 가능성으로부터 우리를 무감각하게 할 수는 없어.
str_political_philosophy_roguish|흠... 영주가 되는 건 좋을 것 같구만.
str_political_philosophy_benefactor|훌륭한 통치자는 모두가 공정한 대우를 받는다고 확신을 가지게 하지. 개인적으로, 나는 내 권위를 나의 영지에 있는 수많은 사람들을 잘살게 만드는데 쓸 예정이네.
str_political_philosophy_custodian|A good ruler creates the proper conditions for people to prosper. Personally, I intend to use my wealth to create more wealth, for myself and for the common benefit.
str_rebellion_prior_argument_very_favorable|I have already heard some arguments for supporting your candidate for the throne, and I tend to agree with them.
str_rebellion_prior_argument_favorable|I have already heard some arguments for supporting your candidate for the throne, and I tend to agree with them.
str_rebellion_prior_argument_unfavorable|I have already heard some arguments for supporting your candidate for the throne, but I do not find them convincing.
str_rebellion_prior_argument_very_unfavorable|I have already heard some arguments for supporting your candidate for the throne, but I disagree with most of them.
str_rebellion_rival_martial|{s49} your ally {s44} once questioned my honour and my bravery. It's not often I get the chance to face him in battle, and make him retract his statement.
str_rebellion_rival_quarrelsome|{s49} you're working with {s44}. He's a crafty weasel, and I don't trust him one bit.
str_rebellion_rival_pitiless|{s49} you seem to have enlisted the support of {s44} -- who is soft, and weak, and not fit to govern a fief, and whom I have always detested.
str_rebellion_rival_cunning|{s49} {s44}, who has already joined you, is headstrong and quarrelsome, and a bit of liability.
str_rebellion_rival_sadistic|{s49} I have no desire to fight alongside your ally {s44}, who puts on such a nauseating display of virtue.
str_rebellion_rival_goodnatured|{s49} I'd be reluctant to be on the same side as {s44}, who has quite a reputation for cruelty.
str_rebellion_rival_upstanding|{s49} your ally {s44} is in my opinion a dangerous, unreliable, and highly unprincipled man.
str_rebellion_argument_favorable|I respect your line of argument
str_rebellion_argument_neutral|I find your line of argument only moderately compelling
str_rebellion_argument_unfavorable|I do not find your line of argument compelling
str_rebellion_persuasion_favorable|you state your case eloquently
str_rebellion_persuasion_neutral|you make a reasonable case
str_rebellion_persuasion_unfavorable|you make an unconvincing case
str_rebellion_relation_very_favorable|I have the greatest respect for you personally.
str_rebellion_relation_favorable|I know and respect you personally.
str_rebellion_relation_neutral|I do not know you as well as I might like.
str_rebellion_relation_unfavorable|I do not trust you.
str_and_comma_3|Furthermore, 
str_but_comma_3|However,
str_and_comma_1|, and 
str_but_comma_1|, but 
str_and_comma_2|. Moreover, 
str_but_comma_2|. Nonetheless, 
str_rebellion_agree_martial|I have decided. I will back {s45} as the rightful heir.
str_rebellion_agree_quarrelsome|Ahh, I've thought long enough. I never did like {s46} much anyway. Let's go take his throne away from him.
str_rebellion_agree_pitiless|You are fortunate. I have decided to join you. Pray do not give me cause to regret this decision.
str_rebellion_agree_cunning|This is a most dangerous decision, but after careful consideration, I have decided that I will join you. Let's hope it is for the best.
str_rebellion_agree_sadistic|I have decided. I will back your {reg3?woman:man} {s45}. But you'd best make sure that {reg3?she:he} rewards me well!
str_rebellion_agree_goodnatured|All right. I think your {reg3?woman:man} will be a good ruler. I'll join you.
str_rebellion_agree_upstanding|So be it. My first duty is to this realm, and to save it from lawlessness I will back {s45} and renounce my homage to {s46}. May the Heavens forgive me if I do wrong.
str_rebellion_refuse_martial|I am sorry. {s45} has a good claim, but it's not enough for me to turn my back on {s46}. I will remain loyal to my liege.
str_rebellion_refuse_quarrelsome|Nah. Your whelp {s45} doesn't have what it takes to rule this realm. I'm sticking with {s46}.
str_talk_later_martial|Now is not the time to talk politics! I am here today with my fellow lords, armed for battle. You'd better prepare to fight.
str_talk_later_quarrelsome|Do you expect me to discuss betraying my liege with you, while we are surrounded by his army? What do you take me for, a bloody idiot?
str_talk_later_pitiless|Still your tongue! Whatever I have to say on this matter, I will not say it here and now, while we are in the midst of our army.
str_talk_later_cunning|This is hardly the time or the place for such a discussion. Perhaps we can discuss it at a later time and a different place, but for now we're still foes.
str_talk_later_sadistic|You should have your mouth sewn shut! Can you imagine what would happen if the other vassals see me talking to you of treason?
str_talk_later_goodnatured|So you wish to discuss your rebellion with me? Try that again when we aren't surrounded by my liege's army, and I will hear what you have to say.
str_talk_later_upstanding|Whatever my thoughts on the legitimacy of the succession, I am not about to discuss them here and now. If we meet again when we can talk in privacy, I will hear what you have to say on the matter. But for now, consider me your enemy.
str_gossip_about_character_default|듣기로 {s6} 는 사람을 가리지 않는다는군요.
str_gossip_about_character_martial|듣기로 {s6} 는 지독한 전쟁광이더군요.
str_gossip_about_character_quarrelsome|듣기로 {s6} 는 다른 영주에게 주먹질을 했다는군요, 자기 코에 대해 농담을 했다고 해서요.
str_gossip_about_character_selfrighteous|듣기로 {s6} 그의 숲에서 실수로 사람을 죽인 사냥꾼을 참수했다는군요.
str_gossip_about_character_cunning|듣기로 {s6} 가 기회를 엿보고 있다더군요.
str_gossip_about_character_sadistic|듣기로 {s6} 는 사람을 고문하는 것을 즐긴다는군요. 그런 사람이랑 같은 편에 서고 싶지 않아요.
str_gossip_about_character_goodnatured|듣기로 {s6} 는 자기땅에서 대가없이 사람들이 살게끔 할정도로 호인이라더군요. 귀족으로는 드문 일이죠.
str_gossip_about_character_upstanding|사람들이 말하길 {s6}을 따르는 것이 좋데요. 그는 따라는 사람에게 그들이 한 만큼 공평한 보상을 해준다는군요.
str_latest_rumor|당신이 {s6} 에 대해 들은 가장 최근의 소문 :
str_changed_my_mind_martial|However, your stirring words make me reconsider my position.
str_changed_my_mind_quarrelsome|But I think you've talked me into it anyway, you bastard. I'm still listening
str_changed_my_mind_pitiless|But when you plea like that, I will deign to reconsider.
str_changed_my_mind_cunning|But you know, you're a well-spoken bastard. That impresses me. I'm still listening.
str_changed_my_mind_sadistic|But as your silver tongue sings so pretty a song on your behalf, I will not dismiss the idea just yet.
str_changed_my_mind_goodnatured|But you make a good case, so I'll try to keep an open mind.
str_changed_my_mind_upstanding|However, you make an eloquent case. I am still listening.
str_swadian_rebellion_pretender_intro|나는 조선의 적통한 세자 광해군이라 하네.
str_vaegir_rebellion_pretender_intro|나는 엄백호! 동오의 덕왕이라 불리는 사람이다!
str_khergit_rebellion_pretender_intro|나는 스웨덴을 몰락시키고 새로운 나라를 새울 것이다.
str_nord_rebellion_pretender_intro|나는 칼리프 알무스타심. 맘루크들에게 나라를 빼앗긴 술탄일세.
str_rhodok_rebellion_pretender_intro|나는 크세르 크세스. 한때 모든 것을 누렸던, 그래, 왕이었던 사람이지.
str_sarranid_rebellion_pretender_intro|나는 케레이트의 옹칸이다. 초원의 패권을 다투던 부족장이지.
str_new1_rebellion_pretender_intro|나는 맹획. 남만의 왕이시다!
str_new2_rebellion_pretender_intro|빌어먹을! 빌어먹을!빌어먹을!빌어먹을! 빌어먹을!!!!
str_new3_rebellion_pretender_intro|나는 윌리엄 왈레스. 영국군에 맞서 군대를 일으켰지만 결국 패배했지. 처형당해 죽을뻔 했다네. 하지만 큰 부상을 입어 싸우기가 힘들어졌지.
str_new4_rebellion_pretender_intro|나는 아케치 미쓰히데. 마왕 오다 노부나가를 죽인 남자다.
str_new5_rebellion_pretender_intro|나는 브루투스. 카이사르의 양자다.
str_swadian_rebellion_pretender_story_1|나는 세자임에도 조선의 국왕 선조의 신뢰를 얻지 못해 결국 이렇게 내쳐져 떠도는 신세가 되었네. 그리고 지금 조선은 왜놈들에게 침탈당하고 있고. 상황은 급박하다네. 무능한 선조왕의 치세를 끝네지 않으면 더 많은 무고한 피를 흘리게 될것임이 틀림없지.
str_vaegir_rebellion_pretender_story_1|그리고 빌어먹을 손가 놈들에게 군대와 영토를 모두 빼앗기고 말았지! 하지만 나는 이렇게 살아있다! 죽은 척을 해서 살아남았지! 으하하하하
str_khergit_rebellion_pretender_story_1|나는 본래 스웨덴의 귀족이었지. 하지만 반역의 누명을 쓰고 나의 가족 모두 몰살당했다.
str_nord_rebellion_pretender_story_1|맘루크들은 오랜 세월동안 조금식 스스로의 지위를 높여왔지. 그걸 방관한 어리석은 선대들 덕에...결국 그들이 왕조의 모든 것을 가져가 버렸어.
str_rhodok_rebellion_pretender_story_1|나는 원래 나의 것인 나의 땅을 되찾고 싶네. 상대가 내 핏줄이라 해도 상관없지. 오히려 마땅히 나에게 바쳐야 할 것이지.
str_sarranid_rebellion_pretender_story_1|한때 초원통일의 꿈을 이룰 뻔 하였지만 어떤 당돌한 놈에게 어이없이 당하고 말았지. 내 부족 땅 말 여자 하나같이 모두 놈에게 빼앗긴 것이지.
str_new1_rebellion_pretender_story_1|계집애 같은 제갈량에게 져서 이꼴이라니 원통하다! 복수! 복수를 해야해!
str_new2_rebellion_pretender_story_1|나는 나를 두려워한 겁쟁이들의 연합공격에 몰락하고 말았다. 조조놈의 앞에 개같이 끌려가 목숨을 빌어야 했다. 하지만 옆에서 귀큰놈이 나를 꼭 죽이라 그러더군. 빌어먹을 놈! 처형 직전에 간신히 목을 부지하고 죄수로 살아야했지! 하지만 철창따위가 나를 가둬놓을 수 있을 것 같은가!
str_new3_rebellion_pretender_story_1|개같은 영국놈들에게 스코틀랜드를 포함한 선량한 부속 국가들이 고통 받고 있다. 우리에겐 자유가 필요하다. 우린 영국에게서 간섭받지 않을 것이다. 프리덤!
str_new4_rebellion_pretender_story_1|그와는 대업을 같이 이뤄간 사이지만 나의 야망은 그 조차도 능가했다. 나는 그를 죽이고 모든 것을 차지하고 싶었지.
str_new5_rebellion_pretender_story_1|카이사르 놈이 공화제를 무너뜨리고 황제가 되려한다. 그렇게 나둘 수야 없지.
str_swadian_rebellion_pretender_story_2|그래서 나는 스스로 왕이 되기로 결정했다네.
str_vaegir_rebellion_pretender_story_2|오의 백성들이 나를 애타게 기다리고 있다!....음 아마도 그럴거야 틀림없어!
str_khergit_rebellion_pretender_story_2|그렇게해서 남은 건 나 하나지... 나는... 복수를 원한다.
str_nord_rebellion_pretender_story_2|나는 나의 나라를 되찾기를 원해.
str_rhodok_rebellion_pretender_story_2|나는 본디 나의 것이었던 광대한 영토를 되찾을 것이다.
str_sarranid_rebellion_pretender_story_2|나는 내가 빼앗긴 모든 것을 되돌려 놓을 걸세.
str_new1_rebellion_pretender_story_2|그리고 남만의 백성들이 나를 원하고 있다! 틀림없어!
str_new2_rebellion_pretender_story_2|나는...수감생활로 걷기조차 힘들어진 이 몸을 이끌고서라도 복수할 것이다. 조조와! 귀큰놈 유비와! 연합에 힘을 보탠 손가놈들까지! .....하지만 적들은 너무 강대해서 우선 작은 나라를 하나 손에 넣어야하지. 그래... 내가 살던 곳과 가까운 곳이 좋겠어. 나는 서하를 차지하고 복수의 기반으로 삼을 것이다!
str_new3_rebellion_pretender_story_2|영국을 아예 부너뜨린다면 그보다 좋을 순 없지!
str_new4_rebellion_pretender_story_2|하지만 노부나가를 처리하고나서가 문제였어. 호응이 좋지 않았지. 결국 나는 히데요시 놈에게 당하고 말았다. 하지만 나는 이렇게 살아있지. 살아있는 한 재기의 기회는 있을 것이다.
str_new5_rebellion_pretender_story_2|나는 양아버지를 죽이고 로마를 원래대로 돌려 놓을 것이다.
str_swadian_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_vaegir_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_khergit_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_nord_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_rhodok_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_sarranid_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_new1_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_new2_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_new3_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_new4_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_new5_rebellion_pretender_story_3|하지만 그러기 위해서는 병력이 필요하지. 날 도와줄 수 있겠나?
str_swadian_rebellion_monarch_response_1|광해군이 왕이 되려 한다고? 그가 왕에 어울린다고 생각하나? 그래 그는 좋은 마음씨를 가지고 있지. 하지만 그런 이유 하나만으로는 왕이 될 수 없지
str_vaegir_rebellion_monarch_response_1|엄백호가 이 나라를 빼앗으려 한다고? 하하하. 날 웃겨줘서 고맙네.
str_khergit_rebellion_monarch_response_1|그 반란군놈이 아직도 살아있단 말인가? 이거 큰일이군.
str_nord_rebellion_monarch_response_1|칼리프 알무스타심이 아직도 헛된 망상을 품고 있다라... 하지만 그에게는 나름의 지위를 보장해 주었는데 모두 소용없는 짓이었나.
str_rhodok_rebellion_monarch_response_1|크세르 크세스라니 나의 조상님이 아닌가? 이건 또 무슨 개소리지?
str_sarranid_rebellion_monarch_response_1|케레이트 옹 칸이 살아있다? 어찌된 일이지! (그는 격분한 듯 하다.) 누군가 그의 죽음을 거짓보고한 것이 틀림없군. 나는 놈을 찾을것이다 반드시!
str_new1_rebellion_monarch_response_1|맹획이 모반을 일으키려한다? 맹획이....누구지???
str_new2_rebellion_monarch_response_1|여포라는 자가 우릴 복수의 도구로 사용하려 한다고? 과연 그놈 뜻대로 될까?
str_new3_rebellion_monarch_response_1|윌리엄 왈레스라고?!
str_new4_rebellion_monarch_response_1|노부나가님을 시해한 아케치놈이 살아있다? 허.
str_new5_rebellion_monarch_response_1|뭣이?! 브루투스 너 마져!
str_swadian_rebellion_monarch_response_2|그가 계속 왕좌를 노린다면 나 또한 수를 쓸 수 밖에.
str_vaegir_rebellion_monarch_response_2|그런 미친놈이 하는 이야길 진지하게 들어줄 필요는 없다네. 난 바빠서 이만.
str_khergit_rebellion_monarch_response_2|알려줘서 고맙소. 놈이 있는 곳에 군대를 보내야겠군. 그럼 이만.
str_nord_rebellion_monarch_response_2|알려줘서 고맙군. 하지만 그의 시도는 결코 성공할 수 없을 걸세.
str_rhodok_rebellion_monarch_response_2|흑마술로 망령이 튀어나기라도 했단 말인가? 헛소리하지 말고 여기서 나가게. 내 여자들의 젖탱이는 그만 쳐다보고. 
str_sarranid_rebellion_monarch_response_2|손톱이 닳아 없어지는 한이 있더라도 놈을 찾아 죽일 것이다. 두고봐라.
str_new1_rebellion_monarch_response_2|나중에 공명에게 직접 물어봐야겠군. 알려줘서 고맙소이다.
str_new2_rebellion_monarch_response_2|알려줘서 고맙네. 놈의 무용은 나도 익히 들어본 바, 대비하는 편이 좋겠군.
str_new3_rebellion_monarch_response_2|...그놈이 누구지? 글쎄 난 잘 모르겠군.
str_new4_rebellion_monarch_response_2|그것이 사실이라면 나는 전군을 이끌고 놈에게 향할 것이다. 정보 고맙군.
str_new5_rebellion_monarch_response_2|그것이 사실이라면 나 또한 대비를 해야하지. 알려줘서 고맙소.
str_courtship_comment_conventional_generic|은 아주 잘 자란 것입니다.
