dlga_event_triggered:upgrade_talk|네? {s65}?
dlga_lord_recruit_2:lord_recruit_2_discontent|{s15}에 대해 어떻게 생각하시오?
dlga_lord_recruit_2:lord_recruit_3_a|지난번 내가 당신에게 어떤 말을 했는지 기억하고 있소?
dlga_lord_recruit_2:lord_recruit_quarrel_describe|나는 당신이 {s16}에 불만이 있다고 들었소.
dlga_lord_recruit_quarrel_describe:lord_recruit_2|그건 비밀도 아니라오. {s14}
dlga_lord_recruit_2:lord_pretalk|돌아간다.
dlga_lord_recruit_2_discontent:lord_recruit_2_discontent_b|{s12}
dlga_lord_recruit_2_discontent:lord_recruit_hesitant|{s12}
dlga_lord_recruit_2_discontent_b:lord_recruit_3|때때로 나는 왕국의 상태에 대해 걱정하네.
dlga_lord_recruit_hesitant:lord_recruit_hesitant_persuade|이야기를 좀더 나눠 당신을 설득할 수 없겠나?
dlga_lord_recruit_hesitant:lord_pretalk|아.. 매우 좋군.
dlga_lord_recruit_hesitant_persuade:lord_recruit_3|그렇게 말한다면.. 나는 가끔 왕국의 상태에 대해 걱정하는걸 인정하네.
dlga_lord_recruit_hesitant_persuade:lord_pretalk|당신은 내 인내심을 시험하는군. 나는 당신한테 할말이 없소.
dlga_lord_recruit_3:lord_recruit_3_a|좋소.. 당신한테 할 말이 있소.
dlga_lord_recruit_3:lord_pretalk|좋아. 흥미롭군. 하지만 정치 얘기라면 충분하지 못해.
dlga_lord_recruit_3_a:lord_recruit_3_reset_claim|{s12}
dlga_lord_recruit_3_reset_claim:lord_recruit_3_claim|그래 .바로 이거야.
dlga_lord_recruit_3_reset_claim:lord_recruit_3_a_reset|좀 더 다르게 표현해 보시오.
dlga_lord_recruit_3_a:lord_recruit_3_b|그래?
dlga_lord_recruit_3_a_reset:lord_recruit_3_b|그래?
dlga_lord_recruit_3_b:lord_recruit_3_why|나는 유라시아의 왕좌를 위해 당신의 지원이 필요하오.
dlga_lord_recruit_3_b:lord_recruit_3_why.1|나는 당신에게 모든 유라시아의 군주 {s45}에 신하로서 충성을 맹세할 것을 요청하는 바이오.
dlga_lord_recruit_3_b:lord_pretalk|신경쓰지 말게.
dlga_lord_recruit_3_dilemma_1:lord_recruit_3_dilemma_2|{s43}
dlga_lord_recruit_3_dilemma_2:lord_recruit_3_why|{s43}
dlga_lord_recruit_3_why:lord_pretalk|Neither of us has so much as a single fortress to our name. Would you rule your kingdom from an outlaw's den in the woods?
dlga_lord_recruit_3_why:lord_recruit_3_d|왜 내가 {s44}에게 충성해야 하지?
dlga_lord_recruit_3_d:lord_recruit_3_claim|{s43}
dlga_lord_recruit_3_d:lord_recruit_3_claim.1|만약 {s45}가 {s47}이 된다면, {s45}는 평민의 권리를 지지하며 모든 사람을 공정하게 다룰것이기에.
dlga_lord_recruit_3_d:lord_recruit_3_claim.2|만약 {s45}가 {s47}이 된다면, {s45}는 이 땅의 귀족들과 같이 오래 전부터 이어온 당신의 권리를 지지할 것이기에.
dlga_lord_recruit_3_d:lord_recruit_3_claim.3|왜냐하면 {s45}는 유라시아를 통일하여 이들의 불협화음을 종식시킬 수 있는 능력이 있기 때문이다.
dlga_lord_recruit_3_d:lord_recruit_3_claim.4|왜냐하면 {s45}는 영지를 당신에게 보상해 줄 것이기에....
dlga_lord_recruit_3_d:lord_pretalk|걱정하지 말게
dlga_lord_recruit_3_claim:lord_recruit_3_claim|다른사람들이 듣고 싶어하는 당신의 생각을 일일이 말해 주겠소? {s12}
dlga_lord_recruit_3_claim:lord_recruit_4|{s12}
dlga_lord_recruit_3_claim:lord_pretalk|{s12}
dlga_lord_recruit_4:lord_recruit_4_objective_conditions|나는 당신이  {s16} 위한 충성의 맹세를 해주길 요구하오.
dlga_lord_recruit_4:lord_pretalk|아무것도 아니오.
dlga_lord_recruit_4_objective_conditions:lord_recruit_5_security|어디보자...
dlga_lord_recruit_5_security:lord_recruit_5_political|{s32}
dlga_lord_recruit_5_political:lord_recruit_5_ideological|{s31}
dlga_lord_recruit_5_ideological:lord_recruit_5_change_sides|{s33}
dlga_lord_recruit_5_change_sides:lord_recruit_6|{s34}
dlga_lord_recruit_6:lord_recruit_6_reaction|결정해야 할 시간이 왔소.
dlga_lord_recruit_6:lord_pretalk|아무것도 결정할 필요없소. 나중에 이야기합시다.
dlga_lord_recruit_6_reaction:lord_recruit_7_decision|좋소.
dlga_lord_recruit_7_decision:lord_pretalk|{s12}
dlga_lord_recruit_7_decision:lord_recruit_pledge|좋습니다. -- 저는 {s4}을 나의 주군으로 모시기로 결정했습니다.
dlga_lord_recruit_pledge:lord_recruit_pledge|명심하시오. 당신은 내게 영지를 약속했소. 나는 그걸 기억할 것이오.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude|그렇다면 좋소 -- 나는 당신의 충성스로운 가신으로서 당신에게 충성의 서약을 하겠오. 나는 당신이 나의 검을 필요로 할때 당신의 편에 서서 당신의 적과 싸우겠으며, 그리고 당신의 합법적인 왕위계승자는 주장을 옹호 하겠오. 나는 계속해서 당신이 나를 보호하고 당신의 가신으로서 나의 권리를 인식해 주기를 기대하오.
dlga_lord_recruit_pledge:lord_recruit_pledge_conclude.1|그렇다면 좋소 -- 당신은 {s4}에게 나는 지금 부터 {reg4?그녀의:그의} 충성스로운 가신이라고 알릴수 있오, 나는 나의 목숨이 남아 있는한 {reg4?그녀:그}을 따를 것이며, 그리고 나는 {reg4?그녀의:그의} 편에서 그가 나의 검이 필요로 할때 그의 적과 싸울것이며, 그리고 그의 합법적인 왕위계승자는 주장을 옹호 하겠오. 계속해서, 나는 그의 보호와 그의 가신으로서 나의 권리를 그가 인식해 주길 기대 하겠오.
dlga_lord_recruit_pledge_conclude:close_window|지금... 내 결정을 행하기 위한 중요한 단계오. 나는 다음 상황을 위해 나 스스로 준비할 잠시동안의 시간이 필요하기에 떠나겠오.
dlga_lord_start:close_window.3|I received the gift, presented to me through my {s11} {s10}. It was a noble gesture, {sir/my lady}, and I regret that we ever quarreled.
dlga_lord_start:close_window.4|I received the gift, presented to me through my {s11} {s10}. For {reg4?her:his} sake, I am willing to let bygones be bygones.
dlga_lord_start:close_window.5|I received the gift, presented to me through my {s11} {s10}. Bah! Do you think you can buy my friendship?
dlga_lord_start:close_window.6|I received the gift, presented to me through my {s11} {s10}. As dear as {reg?she:he} is to me, however, I cannot forget our differences.
dlga_lord_talk:denounce_lord_results|I did as you suggested, and denounced {s4}
dlga_denounce_lord_results:lord_pretalk|네, and hopefully now {s4} will think twice before entrusting him with any additional fiefs, honors, or offices. We are grateful to you.
dlga_denounce_lord_results:close_window|So you did -- and we have heard that he forced you to retract your words, and thus emerged from this affair looking stronger than before. You will forgive me, {sir/my lady}, if my gratitude to you is somewhat muted.
dlga_lord_talk:lord_quest_intrigue_result|I did as you asked, and spoke to {s5} about the danger posed by {s4}.
dlga_lord_quest_intrigue_result:lord_pretalk|So we hear. Hopefully now {s5} will think twice before entrusting him with any additional fiefs, honors, or offices. We are grateful to you.
dlga_lord_quest_intrigue_result:close_window|So we hear -- but alas, {s5} seems not to have listened. Still, we are grateful to you for trying.
dlga_lord_talk:lord_lend_companion_end|만약 당신이 더 이상 {reg3?그녀의:그의} 도움이 필요 없다면, {s14}을(를) 나에게 돌려 주었으면 좋겠오, {s65}.
dlga_lord_lend_companion_end:lord_pretalk|당신은 당신의 부대에 이미 너무 많은 부하들을 가지고 있오, {playername}. 당신은 지금 더 이상은 통솔 할수가 없오.
dlga_lord_lend_companion_end:lord_pretalk.1|물론, {playername}. {reg3?그녀:그}은(는) 똑똑한 {reg3?친구:친구}더군, 그대는 이런 훌륭한 동료를 가졌으니 운이 좋은 {남자/여자}군.
dlga_lord_talk:lord_ask_to_collect_debt|I've come to collect the debt you owe to {s1}.
dlga_lord_ask_to_collect_debt:lord_ask_to_collect_debt_2|Oh. Well, {s1} did lend me some silver a ways back, but I've done him many favours in the past and I consider that money as my due payment.
dlga_lord_ask_to_collect_debt_2:convince_begin|{s1} considers it a debt. He asked me to speak to you on his behalf.
dlga_lord_ask_to_collect_debt_2:lord_pretalk|Then I will not press the matter any further.
dlga_convince_accept:close_window|My debt to {s8} has long been overdue and was a source of great discomfort to me. Thank you for accepting to take the money to him. Please give him these {reg10} denars and thank him on my behalf.
dlga_lord_talk:lord_ask_to_make_peace|부탁이오, {s64}, {s12}과 {s13} 사이의 전쟁을 끝내시오.
dlga_lord_ask_to_make_peace:lord_ask_to_make_peace_2|Eh? I'm not sure I heard you right, {playername}. War is not easily forgotten by either side of the conflict, and I have a very long memory. Why should I take any interest in brokering peace with those dogs?
dlga_lord_ask_to_make_peace_2:convince_begin|Perhaps I can talk you into it...
dlga_lord_ask_to_make_peace_2:lord_pretalk|Never mind, peace can wait for now.
dlga_convince_accept:close_window.1|You... have convinced me, {playername}. Very well then, you've my blessing to bring a peace offer to {s14}. I cannot guarantee they will accept it, but on the off-chance they do, I will stand by it.
dlga_lord_talk:lord_challenge_duel_for_lady|자네가 {s1}에 관해 한 모욕은 이제 그만해주었으면 하군.
dlga_lord_challenge_duel_for_lady:lord_challenge_duel_for_lady_2|무슨 소리인가? 모두가 그녀의 남편이 없을때 그녀가 종놈들과 놀아난다는걸 다 알고있다네. 난 그저 그걸 상기시킨것뿐이라네.
dlga_lord_challenge_duel_for_lady_2:lord_challenge_duel|너는 진실을 말하던지 아니면 내 칼에 죽든지 해야 겠군!
dlga_lord_challenge_duel_for_lady_2:lord_pretalk|만약 자네가 그렇다면 할 수없지...
dlga_lord_challenge_duel:close_window|{s15}
dlga_lord_talk:lord_challenge_courtship_rival|{s5}의 소송을 포기하시오!!
dlga_lord_challenge_courtship_rival:lord_challenge_courtship_rival_2|아니면 무엇인가? 여자때문에 싸우자는건가? 당신은 알아야 한다. 외부의 적에 대항하여 모든 사람이 함께해야하는 이때에 이런 일종의 성급한도전으로 우리 주군의 얼굴을 찌푸리게 만든다다는걸.
dlga_lord_challenge_courtship_rival_2:lord_challenge_duel|나와 싸울것이 걱정되는가?
dlga_lord_challenge_courtship_rival_2:lord_pretalk|용서하시오.. 내가 아무생각없이 말했소.
dlga_lord_talk:lord_message_delivered|{s9}로 부터의 편지를 가져왔소.
dlga_lord_message_delivered:lord_pretalk|오? 어디보자... 오오, 좋아! 가져다줘서 고맙소, {playername}. {s9}를 다시 만나게 된다면 내 안부를 전해주시오.
dlga_lord_talk:lord_message_delivered_enemy|{s9} 로 부터의 편지를 가져왔소.
dlga_lord_message_delivered_enemy:close_window|음? 어디보자... 흐음. 가져다줘서 고맙군, {playername}. 돌아가게되면 내 안부를 전해주고 고맙다는 인사도 전해주시오.
dlga_lord_talk:lord_deliver_message_prisoner|{s11} 로 부터의 편지를 가져왔소.
dlga_lord_deliver_message_prisoner:lord_deliver_message_prisoner_2|그게 정말이오? 오, 당신의 호의에 감사드리오, {playername}! 당신은 어두운 곳으로 희망과 빛을 가져왔군. 언젠가 이 은혜는 꼭 갚겠소.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2a| 이것이 제가 할 수 있는 전부입니다, {s65}.
dlga_lord_deliver_message_prisoner_2a:close_window|당신은 내가 얼마나 감사하는지 모를것이오, {playername}. 매우 감사하오.
dlga_lord_deliver_message_prisoner_2:lord_deliver_message_prisoner_2b|걱정 마세요, {s65}. 다시 자유가 될 기회가 찾아올겁니다.
dlga_lord_deliver_message_prisoner_2b:close_window|하, 물론이오, {playername}. 나의 영원한 호의가 그대와 함께 할 것이오.
dlga_lord_talk:lord_rescue_by_replace_offer|두려워하지 않기에, 당신을 구하러 이곳에 온 것입니다.
dlga_lord_rescue_by_replace_offer:lord_rescue_by_replace_offer_2|오, 신이시여! 그게 진심이오? 당신의 계획은 뭐요?
dlga_lord_rescue_by_replace_offer_2:lord_rescue_by_replace_offer_3|간단한 계략이네, {s65}. 우리가 옷을 갈아입으면, 자네를 이곳 감옥에 데려와서 탈출방법을 모색하겠네. 간수들에게 뇌물을 좀 먹였지. 아마 그들은 근처 주점에서 벌써 와인을 사마시느라 절반을 썼을거야. 그들이 만약 취해서 곯아 떨어지면 그때 빠져나가자고.
dlga_lord_rescue_by_replace_offer_3:lord_rescue_by_replace_offer_4|음, 될것같기도 한데... 하지만, 내 {친구/친구}여 간수들이 그렇게 쉽게 넘어가지 않을텐데. 그때까지 시간을 죽이며 기다려야하지않는가?
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5a|걱정마시오, {s65}. 벌써 이 장소에 익숙해졌네.
dlga_lord_rescue_by_replace_offer_4:lord_rescue_by_replace_offer_5b|만약에 나가서 나중에 돈독한 보상을 받게되면 괜찮을 것일세.
dlga_lord_rescue_by_replace_offer_5a:lord_rescue_by_replace_offer_6|자네는 정말로 용감한 영혼을 가지고 있군. 기억하고 있겠소.
dlga_lord_rescue_by_replace_offer_5b:lord_rescue_by_replace_offer_6|물론이오, 나의 {친구여/친구여}, 물론이고 말고! 자유가 되면 언제든 날 만나게, 그럼 그때 자네에게 빚을 갚을수있겠지.
dlga_lord_rescue_by_replace_offer_6:close_window|서두르시오, {s65}, 의복을 갖추시오. 이미 시간이 많이 지체됐소.
dlga_lord_talk:lord_ask_pardon_after_oath_renounced|{s66}, {s4}와의 서약이 아직도 유효했으면 하는군.
dlga_lord_ask_pardon_after_oath_renounced:lord_pretalk|그 일은 내가 감당할수 없는 일일세, {playername}.{s4}를 찾아보게. 그가 자네를 받아주거나 거절할수도 있겠지.
dlga_lord_ask_pardon_after_oath_renounced:lord_ask_pardon_terms|{s11}.
dlga_lord_ask_pardon_terms:lord_pretalk|마음에 드는군, {s65}. 자네의 의견을 수락하겠네.
dlga_lord_ask_pardon_terms:lord_pretalk.1|민망하군요, {s65}. 민망해요.
dlga_lord_ask_pardon_terms:lord_pretalk.2|좋아, 가보게. 내가 보지 않는곳에서 죽지 말게나.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace|예, 준비됐습니다.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected|다시 생각해보니, 안되겠어요. 당신을 다신 모시고 싶지는 않군요.
dlga_lord_ask_pardon_terms:lord_ask_pardon_after_renounce_peace.1|예, 당신의 기간에 동의합니다.
dlga_lord_ask_pardon_terms:lord_ask_pardon_terms_rejected.1|너무 비싸군, {s65}. 거절하겠네.
dlga_lord_ask_pardon_after_renounce_peace:lord_pretalk|아주 좋아. 자네는 떠나갔었지만, 다시 올바른 길로 걷겠다고 하니 우린 기쁘게 받아들일걸세, {playername}. 자네의 맹세를 받았으니 인정하도록 하지. 다시 훌륭한 {전사/전사}로써 일어서시게.
dlga_lord_ask_pardon_terms_rejected:close_window|내 앞에서 사라지시오, 배신자! 그리고 다신 돌아오지 마시오!
dlga_lord_talk:lord_ask_pardon|{s4}과 화평을 맺고 싶소.
dlga_lord_ask_pardon:lord_pretalk|정말 그렇소, {playername}? 그럼 떠나서 편안하게 사시오.
dlga_lord_ask_pardon:lord_pretalk.1|{playername}, 그대는 주인 없는 영주요, 한 찌끄레기도 안 되는 정당성으로 자신의 땅을 가지고 있지. 유라시아의 그 어떤 왕도 자네와 계속 평화롭게 지내길 원하지 않을거네.
dlga_lord_ask_pardon:lord_pretalk.2|Make peace when I have you at an advantage? I think not.
dlga_lord_ask_pardon:lord_pretalk.3|지금 나는 평화에는 흥미가 없소.
dlga_lord_ask_pardon:lord_truce_offer|Yes... I am weary of fighting you. I could offer you a truce of forty days. If you keep your word and do not molest my lands and subjects, we may talk again...
dlga_lord_truce_offer:close_window|I accept. Let us stop making war upon each other, for the time being anyway
dlga_lord_truce_offer:lord_pretalk|On second thought, such an accord would not be in my interests.
dlga_lord_ask_pardon:lord_ask_pardon_2|흠. 내가 자네를 싫어하는 자들에게 뭐라고 할 수 없다네, {playername}. 자네가 선물을 주기 전까지는 자네를 적으로 생각할걸세. 그러니 {s4}와 친한 관계를 맺고 싶거든 최소한 {reg16}만큼의 실버를 가져와야 할걸세.
dlga_lord_ask_pardon:lord_pretalk.4|나는 당신의 요청을 실행할 만한 위치에 있지 않소. 당신은 {s7} 과 얘기해야 하오.
dlga_lord_ask_pardon:lord_ask_pardon_2.1|그래...나는 당신이나 당신 부하들 보다 더 큰 걱정거리가 얼마든지 있소. 게다가 당신 스스로 보상을 하겠다니 기특하기도 하군.  {reg16} 실버로, 나는 당신을 죄를 면하는데 동의해 줄 수 있소. 어떤가?
dlga_lord_ask_pardon:lord_pretalk.5|미안하지만.. 나는 당신의 요청을 들어줄만한 위치가 아니오.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_accept|여기 돈이 있소. {reg16} 실버.
dlga_lord_ask_pardon_2:lord_ask_pardon_tribue_deny|나는 돈을 지불하지 못할까 걱정된다.
dlga_lord_ask_pardon_tribue_accept:close_window|좋아., {playername}. 나는 당신이 해를 끼친 것들을 보상하기 위해 돈을 사용할것이고 당신이 더 이상 {s4}의 적이 아님을 공표할 것이다.
dlga_lord_ask_pardon_tribue_accept:close_window.1|좋아, {playername}.나는 당신의 용서를 반대할 수 있는 자들을 부드럽게 만들기 위해 돈을 사용할 것이고 당신이 더 이상 {s4}의 경쟁상대가 아니란 소문을 퍼지게 만들것이다 
dlga_lord_ask_pardon_tribue_deny:lord_pretalk|그럼 내가 해줄 수 있는 일이 없다네, {playername}. 돈이 없으면 아무것도 안되지.
dlga_lord_talk:lord_active_mission_1|임무에 관해서...
dlga_lord_talk:lord_switch_to_spouse|우리 집안의 중요한 일에 대해 논의해 보죠.
dlga_lord_switch_to_spouse:lord_pretalk|나의 아내, 우리가 홀으로 갈때 까지 기다리죠. 들판에서 가족의 재고목록과 그런 문제들을 다루는 것은 어려운 일이오.
dlga_lord_switch_to_spouse:spouse_talk|물론이죠, 나의 아내.
dlga_lord_talk:lord_request_mission_ask|내가 할만한 일거리가 있소?
dlga_lord_talk:combined_political_quests|왕국내 우리의 입지를 강화하기 위해 같이 일하실 생각이 있으신가요?
dlga_combined_political_quests:lord_pretalk|난 당신과 내가 공통 관심사가 많다고 생각되지 않는군요.
dlga_combined_political_quests:lord_pretalk.1|흠.. 아마 우리는 이 문제에 대해 나중에 좀더 친해져서 논의 할수 있을것 같군요.
dlga_combined_political_quests:lord_pretalk.2|Hmm.. I do have an idea, but it would require you that you be free of controversy. If you were to wait some time without getting into any arguments with the other lords of our realm, perhaps we could proceed further.
dlga_lord_talk:lord_ask_resign_marshalship|총사령관을 사임하고 싶습니다.
dlga_lord_ask_resign_marshalship:lord_pretalk|So be it. I shall have to find someone else.
dlga_start:order211|What do you want, dog?
dlga_order211:order311|Your horn and your head.
dlga_order311:order411|My father gift this horn to me. You'll have to take it from my dead body.
dlga_order411:close_window|Sure.
dlga_lord_talk:reghedini|Mm, I want talk to you of Warrior to Warrior.
dlga_reghedini:close_window|Who are thy, fool? I only speak to TRUE warriors!    Maybe I will speak to thy once you have proved yourself worthy of it. Make a proof of your courage, and come back!
dlga_reghedini:penteulu_rheged_1|I know your face, outlander. You are {playername} I have heard of your battle deeds. What the hell do you want from me?
dlga_reghedini:penteulu_rheged_1.1|What do you want from me?
dlga_penteulu_rheged_1:penteulu_rheged_2|Say me about you.
dlga_penteulu_rheged_1:penteulu_rheged_4|I would like to serve the House of 폴란드.
dlga_penteulu_rheged_1:penteulu_rheged_5|Do you have any tasks for me?
dlga_penteulu_rheged_1:penteulu_rheged_8|I brought horn of this fool.
dlga_penteulu_rheged_1:close_window|작별이군.
dlga_penteulu_rheged_2:penteulu_rheged_1|I am Rhoedd ap Rhun, the Brenin of Reghed. I am most high member of the House of 폴란드.
dlga_penteulu_rheged_4:penteulu_rheged_1|Ho, ho, ho! I doubt that House of 폴란드 would like to accept fools like you! However I may have one or two simple jobs for you.
dlga_penteulu_rheged_5:penteulu_rheged_6|Despite the lack of your experience, I can give you a simple task. A man known to the name of Iniau has insulted me. He used to be a member of my teulu, and he is a skilled fighter. I want you to find out Iniau and slay him. As a proof, you must bring back his horn. My scouts spotted him in the land of 렁 헬레드, however this bastard killed all of them but one, and later he escaped.
dlga_penteulu_rheged_6:penteulu_rheged_7|I'll do it. Do you have any tips for me?
dlga_penteulu_rheged_6:penteulu_rheged_1|아니 그럴만한 시간이 없군.
dlga_penteulu_rheged_7:penteulu_rheged_15|You will find Iniau near the village of 렁 헬레드, South of Here. You may try to stab him, as you have no chance with him in open battle.     Good luck. Remember to bring me his horn, I will pay you well.
dlga_penteulu_rheged_15:close_window|작별이군.
dlga_penteulu_rheged_8:penteulu_rheged_1|Hmm, let me see. Yes, you brought me horn of this fucking bastard! It will now decorate the gates of 크라쿠프. Take these coins as my expression of gratitude.
dlga_lord_request_enlistment:lord_request_enlistment_confirm|당신같은 {장정/여장부} 위한 자리가 있긴하지, {playername}.  당신을 {s1} 급으로 받아줄 수 있소, 주당 {s2} 를 주도록 하지. 물론 식량과 당신의 계급에 걸맞는 장비도 지급받게 될것이오. 그리고 5000실버의 약정금이 있소. 자네가 장비만 가지고 도망가는 것을 막기 위함이지. 당연한거지만. 입대하겠소?
dlga_lord_request_enlistment_confirm:close_window|충분한 조건이군요. 당신을 따르겠나이다, 군주시여.
dlga_lord_request_enlistment_confirm:lord_pretalk|흠, 당분간은 혼자 다니면서 제 운을 시험해보는게 더 나을것 같군요.
dlga_lord_request_enlistment:lord_pretalk|자넬 받아들일 만큼 자넨 내게 신뢰가 없내..
dlga_lord_request_retire:lord_pretalk|그래 좋소 {playername}. 당신은 당신의 의무를 다해주었소. 계약시 맹세한 약정금 5000실버를 제외한 나머지는 모두 자네 것 일세. 그럼 잘 가시오.
dlga_lord_request_vacation:lord_pretalk|미안하지만. {playername}. 병사로 있는 와중에 마음대로 바깥을 드나들수는 없소. (원문:But_you're_part_of_my_men._It_isn't_possible_to_leave_military_service)
dlga_ask_return_from_leave:lord_pretalk|돌아온것을 환영하오. {playername}. 자네 연대 사람들이 자넬 매우 그리워 하더군. 자 어서 자네 직위로 들어가시오.
dlga_lord_talk:lord_ask_enter_service|{s66}, 당신에게 충성을 맹세하려고 왔습니다!
dlga_lord_talk:lord_ask_enter_service.1|{s66}, 전 당신에게 충성을 {맹세/맹세}합니다, 이제 당신을 위해서 싸울 것을 약속합니다
dlga_lord_talk:lord_ask_leave_service|{s66}, 이제 그만 저의 맹세를 거둘때가 왔습니다.
dlga_lord_talk:lord_talk_preoffer|당신에게 제안할 것이 있습니다.
dlga_lord_talk:lord_give_troops|당신에게 병력을 나눠 주겠습니다.
dlga_lord_give_troops:lord_give_troops_1|좋소, 유용하겠군.
dlga_lord_give_troops_1:lord_give_troops_2|감사하오.
dlga_lord_give_troops_2:lord_pretalk|그저 제가 좋아서 한 일입니다.
dlga_lord_talk:lord_give_order_ask|당신에게 줄 새로운 임무가 있소.
dlga_lord_talk:lord_give_suggestion_ask|내가 당신에게 제안 하나 해도 되겠소?
dlga_lord_give_order_ask:lord_give_order|네?
dlga_lord_give_suggestion_ask:lord_give_order|당신을 따르는 것은 영광입니다, {sire/your Highness}. 하지만 만일 당신이 큰 임무를 위해 병력을 모으는 것이라면 그 전에 스스로 총사령관이 되는 것이 혼란을 피하기 위해서라도 좋습니다.
dlga_lord_give_suggestion_ask:lord_pretalk|미안하지만. 당신의 충고를 받을 만큼 우린 잘 알지 못하오.
dlga_lord_give_suggestion_ask:lord_give_order.1|뭘 말이오?
dlga_lord_give_order:lord_give_order_answer|날 따라오시오.
dlga_lord_give_order:lord_give_order_answer.1|나를 따라오겠소? 묘책이 있소.
dlga_lord_give_order:lord_give_order_details_ask|...가죠
dlga_lord_give_order:lord_give_order_details_ask.1|... 마을 주위에 침입
dlga_lord_give_order:lord_give_order_details_ask.2|...에 관한 순찰
dlga_lord_give_order:lord_give_order_assault|같이하죠, 당신과 나는 {s11}를 잡을 수 있어요. ...를 당신은 바로 습격하여야 해요
dlga_lord_give_order:lord_give_order_details_ask.3|우리는 공격받고 있지만, 적은 격퇴할 수 있어요.당신은 ...으로 가야 해요
dlga_lord_give_order:lord_give_order_details_ask.4|우리는 공격받고 있지만, 적은 격퇴할 수 있어요.당신은 군대를 모아서 ...로 행군해야 해요.
dlga_lord_give_order_assault:lord_pretalk|{s4} 가 이 포위공격을 지시하고 있오. 나는 {reg4?그녀:그}와 얘기해보길 바라네.
dlga_lord_give_order_assault:lord_pretalk.1|우리는 충분한 준비가 되어 있지 않아. 우리는 다른 {s11}이 필요하네
dlga_lord_give_order_assault:close_window|Very well -- to the walls!
dlga_lord_give_order:lord_give_order_details_ask.5|쉽게 공략할 수 있는 요새가 있어요. ...으로 가세요.
dlga_lord_give_order:lord_give_order_details_ask.6|강력한 적이 옵니다. ...로 피해요.
dlga_lord_give_order:lord_give_order_stop|난 자네의 힘이 좀 더 필요하네만. 좋을 데로 하시오
dlga_lord_give_order:lord_give_order_stop.1|당신은 더 이상나와 동행할 필요 없오.
dlga_lord_give_order:lord_pretalk|아무것도 아니오.
dlga_lord_give_order_details_ask:lord_pretalk|적과 마주치지 못하고 겁이나 달아나는 것은 내 방식이 아니오.
dlga_lord_give_order_details_ask:lord_pretalk.1|당신은 요새 밖에 내 피가 흩날리는 동안 가만히 서서 구경하는것을 원하는거요? 나는 그렇지 않을꺼라 생각하오.
dlga_lord_give_order_details_ask:lord_give_order_details|어딘가?
dlga_lord_give_order_details:lord_give_order_answer|{s1}
dlga_lord_give_order_details:lord_pretalk|상관 없소.
dlga_lord_give_order_stop:lord_pretalk|좋소, 난 여기서 멈추겠소.
dlga_lord_give_order_answer:lord_give_order|그것은 적절하지 않았을 것이네. 그 대신 나를 따르는것이 당신한테 적합할 것이야. 다른 생각은 있오?
dlga_lord_give_order_answer:lord_pretalk|알겠소. 그렇게 합시다. {s12}
dlga_lord_give_order_answer:lord_pretalk.1|미안하지만, 난 그 일을 할 수 없소.
dlga_lord_start:lord_talk.5|무슨 일이오?
dlga_lord_talk:lord_give_order_call_to_arms_verify|새로운 작전을 시행할 것이오, 이 곳으로 군대를 모으시오!
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|자네의 새로운 작전에 모든 영주들을 소집해야 겠소?
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|물론이오, 적에게 행진하기 전에 모든 군대를 모으는 것이 좋겠소.
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|다시 생각해보니, 모두를 불러오는건 불필요하겠군.
dlga_lord_give_order_call_to_arms:lord_pretalk|좋소, 모두에게 이 곳으로 오라고 서신을 보내겠소.
dlga_lord_talk:lord_give_order_disband_army_verify|그만 작전을 종료하고, 모두 돌려 보내야겠소.
dlga_lord_give_order_disband_army_verify:lord_give_order_disband_army_2|지금 작전을 종료하고, 모든 영주들을 보내시겠소?
dlga_lord_give_order_disband_army_2:lord_give_order_disband_army|물론이네, 더 이상 군대는 필요없소.
dlga_lord_give_order_disband_army_2:lord_pretalk|다시 생각해보니, 서로 모여있는게 나을 거같군.
dlga_lord_give_order_disband_army:lord_pretalk|좋소, 모두에게 돌아가도 좋다고 알리겠소.
dlga_lord_talk:lord_talk_ask_something|물어보고 싶은 것이 있소.
dlga_lord_talk_ask_something:lord_talk_ask_something_2|무엇을 알고 싶소?
dlga_lord_talk_ask_something_2:lord_talk_ask_skill|내 동료로써 여행다닌 이후로 자네 능력이 향상되었소?
dlga_lord_talk_ask_skill:lord_pretalk|보여드리도록 하지요...
dlga_lord_talk_ask_something_again:lord_talk_ask_something_2|그 밖에 어떤 것이 궁금하오?
dlga_lord_talk_ask_something_2:lord_talk_ask_location|누군가의 위치에 대해 알고 싶소.
dlga_lord_talk_ask_something_2:lord_tell_objective|부하들은 뭘하고 있소?
dlga_lord_talk_ask_something_2:lord_talk_ask_about_strategy|왕국은 무엇을 하는 중이오?
